Frames,RightFootEE,,RightToeBase,,RightFoot,,RightLeg,,RightUpLeg,,LeftFootEE,,LeftToeBase,,LeftFoot,,LeftLeg,,LeftUpLeg,,RightHandEE,,RightHand,,RightForeArm,,RightArm,,RightShoulder,,LeftHandEE,,LeftHand,,LeftForeArm,,LeftArm,,LeftShoulder,,HeadEE,,Head,,Neck,,Spine4,,Spine3,,Spine2,,Spine1,,Spine,,Hips,,Nose,,LeftEye,,RightEye,,LeftEar,,RightEar,,LeftHeelOuter,,LeftHeelInner,,RightHeelOuter,,RightHeelInner,,LeftToeBaseOuter,,LeftToeBaseInner,,RightToeBaseOuter,,RightToeBaseInner,,LeftFootEEOuter,,LeftFootEEInner,,RightFootEEOuter,,RightFootEEInner,,LeftArm_,,LeftForeArm_,,LeftHand_,,RightArm_,,RightForeArm_,,RightHand_,,LeftUpLeg_,,LeftLeg_,,LeftFoot_,,LeftToeBase_,,RightUpLeg_,,RightLeg_,,RightFoot_,,RightToeBase_,,
11,0.676316,0.33059,0.675758,0.33609,0.675316,0.342677,0.680356,0.281067,0.685427,0.210663,0.595415,0.328922,0.601057,0.333774,0.611126,0.338711,0.626603,0.276328,0.650765,0.213196,0.759423,0.208904,0.754585,0.19471,0.740807,0.155135,0.722354,0.103452,0.693221,0.0947178,0.575009,0.198253,0.58435,0.185409,0.612292,0.149792,0.645686,0.100037,0.675035,0.0950581,0.691694,0.0248079,0.687405,0.0676609,0.686864,0.0881543,0.687969,0.107169,0.682763,0.139578,0.678734,0.159512,0.6754,0.175263,0.674151,0.198922,0.670102,0.207676,0.671742,0.0571433,0.670301,0.050389,0.68163,0.0506386,0.669747,0.0542532,0.70248,0.0549126,0.605155,0.350819,0.615355,0.349404,0.67972,0.354485,0.668327,0.352937,0.595755,0.339436,0.605658,0.33811,0.680718,0.341665,0.669677,0.340223,0.590302,0.332389,0.600036,0.331113,0.681423,0.334053,0.67058,0.332671,0.645686,0.100037,0.612292,0.149792,0.58435,0.185409,0.722354,0.103452,0.740807,0.155135,0.754585,0.19471,0.650765,0.213196,0.626603,0.276328,0.611126,0.338711,0.601057,0.333774,0.685427,0.210663,0.680356,0.281067,0.675316,0.342677,0.675758,0.33609,
12,0.676257,0.330579,0.675731,0.336061,0.675351,0.342612,0.680331,0.281011,0.685507,0.210585,0.595426,0.32899,0.601172,0.333837,0.611426,0.338765,0.626768,0.276334,0.650845,0.21316,0.759358,0.208882,0.754595,0.194663,0.740854,0.155105,0.722473,0.103434,0.693348,0.0946913,0.575205,0.198321,0.584514,0.185467,0.612424,0.149823,0.645794,0.100053,0.675142,0.0950157,0.691736,0.0247899,0.687503,0.0676432,0.68697,0.0881337,0.688038,0.107157,0.682809,0.139554,0.678781,0.159479,0.675453,0.175222,0.674218,0.198877,0.670178,0.207623,0.671782,0.0571909,0.670346,0.0504245,0.681667,0.0506696,0.669834,0.0542504,0.702542,0.0548975,0.60547,0.350891,0.615635,0.349435,0.679737,0.354429,0.668343,0.352881,0.595886,0.339518,0.605757,0.338153,0.680682,0.34164,0.669642,0.340197,0.590326,0.332475,0.600032,0.331163,0.681359,0.334045,0.670517,0.332661,0.645794,0.100053,0.612424,0.149823,0.584514,0.185467,0.722473,0.103434,0.740854,0.155105,0.754595,0.194663,0.650845,0.21316,0.626768,0.276334,0.611426,0.338765,0.601172,0.333837,0.685507,0.210585,0.680331,0.281011,0.675351,0.342612,0.675731,0.336061,
13,0.676238,0.33056,0.675704,0.336036,0.675308,0.342575,0.680361,0.280943,0.685569,0.210572,0.595406,0.329052,0.601265,0.333896,0.611713,0.338823,0.626988,0.276397,0.650906,0.213158,0.759301,0.208819,0.75458,0.1946,0.740857,0.155068,0.722512,0.103399,0.693383,0.0946664,0.575389,0.198393,0.584681,0.185537,0.612544,0.149865,0.645839,0.100036,0.67518,0.0949951,0.691821,0.0247589,0.687554,0.0676153,0.687011,0.0881077,0.688088,0.107131,0.682861,0.139533,0.678833,0.159461,0.675507,0.175207,0.674279,0.198864,0.670239,0.207614,0.671794,0.0571471,0.670379,0.0503786,0.681688,0.0506332,0.669906,0.0542059,0.702577,0.0548799,0.605787,0.350971,0.615913,0.349458,0.679706,0.354393,0.668313,0.352851,0.596001,0.339602,0.605837,0.338183,0.680662,0.341614,0.669621,0.340177,0.590325,0.332562,0.599997,0.331197,0.681343,0.334024,0.670501,0.332647,0.645839,0.100036,0.612544,0.149865,0.584681,0.185537,0.722512,0.103399,0.740857,0.155068,0.75458,0.1946,0.650906,0.213158,0.626988,0.276397,0.611713,0.338823,0.601265,0.333896,0.685569,0.210572,0.680361,0.280943,0.675308,0.342575,0.675704,0.336036,
14,0.6762,0.330551,0.675685,0.336009,0.675325,0.342515,0.680284,0.280854,0.685561,0.210524,0.595393,0.329118,0.601358,0.333962,0.612,0.338888,0.6271,0.276418,0.650901,0.21317,0.759232,0.208795,0.75458,0.19457,0.74089,0.155074,0.722587,0.103409,0.693464,0.094662,0.575552,0.198448,0.584846,0.185613,0.612673,0.149893,0.645908,0.100013,0.675229,0.0949403,0.691876,0.0247199,0.687626,0.0675814,0.687064,0.0880766,0.688061,0.107101,0.682799,0.139508,0.678774,0.159438,0.675458,0.175186,0.674255,0.198844,0.670226,0.207595,0.671809,0.0570928,0.670409,0.0503336,0.681706,0.0505764,0.669983,0.0541855,0.702617,0.0548247,0.606063,0.351044,0.616151,0.349511,0.679708,0.354343,0.668315,0.352797,0.596098,0.339676,0.6059,0.338239,0.680635,0.341592,0.669596,0.340152,0.59032,0.332637,0.59996,0.331255,0.681301,0.334019,0.67046,0.332638,0.645908,0.100013,0.612673,0.149893,0.584846,0.185613,0.722587,0.103409,0.74089,0.155074,0.75458,0.19457,0.650901,0.21317,0.6271,0.276418,0.612,0.338888,0.601358,0.333962,0.685561,0.210524,0.680284,0.280854,0.675325,0.342515,0.675685,0.336009,
15,0.676146,0.330553,0.67563,0.335993,0.675272,0.342464,0.680253,0.280762,0.685605,0.210476,0.595345,0.329181,0.601403,0.334024,0.612216,0.33895,0.627315,0.276483,0.650931,0.213151,0.759171,0.208726,0.754552,0.194517,0.740884,0.155061,0.722612,0.103395,0.6935,0.0946395,0.575702,0.198532,0.584985,0.185713,0.612755,0.149951,0.645914,0.100002,0.675238,0.0948976,0.691958,0.0246821,0.687667,0.0675481,0.687071,0.0880458,0.688022,0.107075,0.682756,0.13948,0.678746,0.159409,0.675447,0.175156,0.67426,0.198813,0.670253,0.207562,0.671823,0.0570416,0.670442,0.0502798,0.681729,0.0505335,0.670045,0.0541329,0.70265,0.0548031,0.606275,0.351116,0.616329,0.349559,0.679646,0.354304,0.668254,0.352752,0.59615,0.339749,0.605921,0.33829,0.680576,0.341583,0.669538,0.340137,0.59028,0.33271,0.599892,0.331307,0.681244,0.334026,0.670404,0.332638,0.645914,0.100002,0.612755,0.149951,0.584985,0.185713,0.722612,0.103395,0.740884,0.155061,0.754552,0.194517,0.650931,0.213151,0.627315,0.276483,0.612216,0.33895,0.601403,0.334024,0.685605,0.210476,0.680253,0.280762,0.675272,0.342464,0.67563,0.335993,
16,0.67615,0.330534,0.675639,0.335975,0.6753,0.342437,0.680187,0.280657,0.685616,0.210487,0.595359,0.329236,0.60151,0.334083,0.612501,0.339019,0.627508,0.276529,0.650935,0.213195,0.759004,0.208643,0.754495,0.194455,0.740869,0.155042,0.722634,0.103353,0.693506,0.0946257,0.57586,0.198605,0.585104,0.185778,0.612845,0.149978,0.645948,0.0999978,0.67523,0.0948566,0.692003,0.0246334,0.687687,0.0675076,0.687069,0.0880123,0.687977,0.107043,0.682694,0.139453,0.678688,0.159389,0.6754,0.175143,0.674243,0.198809,0.670252,0.20758,0.671833,0.0569343,0.670461,0.0501897,0.681744,0.0504349,0.670076,0.0540941,0.702669,0.0547389,0.606537,0.351186,0.616555,0.349622,0.679645,0.354286,0.668255,0.352715,0.596256,0.33981,0.605996,0.338345,0.680572,0.341574,0.669536,0.340109,0.590298,0.332767,0.59988,0.331359,0.68124,0.334015,0.670402,0.332609,0.645948,0.0999978,0.612845,0.149978,0.585104,0.185778,0.722634,0.103353,0.740869,0.155042,0.754495,0.194455,0.650935,0.213195,0.627508,0.276529,0.612501,0.339019,0.60151,0.334083,0.685616,0.210487,0.680187,0.280657,0.6753,0.342437,0.675639,0.335975,
17,0.676131,0.330537,0.675611,0.335964,0.675252,0.342396,0.680142,0.28058,0.685662,0.210458,0.595282,0.329293,0.601541,0.334137,0.612722,0.339069,0.627579,0.276575,0.65096,0.213164,0.758864,0.208558,0.754425,0.194395,0.74084,0.155051,0.72264,0.10336,0.693525,0.0945868,0.575978,0.198692,0.585209,0.185872,0.612908,0.150039,0.64595,0.100015,0.675216,0.0948112,0.692026,0.0245894,0.687692,0.0674702,0.687046,0.0879793,0.68791,0.10702,0.682641,0.139417,0.678658,0.159345,0.67539,0.175097,0.674245,0.198765,0.670276,0.207545,0.67184,0.0568801,0.670471,0.0501367,0.681755,0.0503841,0.670085,0.0540496,0.70268,0.0547005,0.606771,0.351252,0.616749,0.349646,0.679604,0.354252,0.668214,0.352683,0.596302,0.339882,0.606005,0.338378,0.680547,0.341565,0.66951,0.340102,0.590236,0.332842,0.599784,0.331397,0.681223,0.334018,0.670386,0.332615,0.64595,0.100015,0.612908,0.150039,0.585209,0.185872,0.72264,0.10336,0.74084,0.155051,0.754425,0.194395,0.65096,0.213164,0.627579,0.276575,0.612722,0.339069,0.601541,0.334137,0.685662,0.210458,0.680142,0.28058,0.675252,0.342396,0.675611,0.335964,
18,0.676115,0.330527,0.675591,0.335936,0.675245,0.34233,0.680087,0.280436,0.685588,0.210393,0.595238,0.329333,0.601567,0.334183,0.612873,0.339129,0.627704,0.276669,0.650876,0.213147,0.758716,0.208488,0.75433,0.194348,0.740802,0.155078,0.722599,0.103357,0.693494,0.0946085,0.576089,0.198781,0.585299,0.185964,0.61294,0.150089,0.645895,0.0999985,0.675165,0.0947921,0.692079,0.0245605,0.687686,0.0674511,0.687002,0.0879677,0.687812,0.107005,0.682522,0.139419,0.67854,0.159353,0.675281,0.175102,0.674143,0.198762,0.670189,0.207516,0.671864,0.0567794,0.670498,0.0500518,0.681787,0.0502993,0.670094,0.0540172,0.702701,0.0546676,0.606936,0.351321,0.616886,0.34968,0.679535,0.354212,0.66815,0.352597,0.596342,0.339942,0.60602,0.338404,0.680498,0.341561,0.669468,0.340053,0.590203,0.332897,0.599728,0.331419,0.681189,0.334031,0.670357,0.332583,0.645895,0.0999985,0.61294,0.150089,0.585299,0.185964,0.722599,0.103357,0.740802,0.155078,0.75433,0.194348,0.650876,0.213147,0.627704,0.276669,0.612873,0.339129,0.601567,0.334183,0.685588,0.210393,0.680087,0.280436,0.675245,0.34233,0.675591,0.335936,
19,0.676103,0.330536,0.675568,0.335929,0.6752,0.342293,0.679981,0.280364,0.685528,0.210364,0.595204,0.329392,0.601606,0.334242,0.613046,0.339185,0.62782,0.276734,0.650825,0.213146,0.758547,0.208397,0.754222,0.194297,0.740736,0.155082,0.722591,0.103339,0.693473,0.0945974,0.576206,0.198869,0.585389,0.186046,0.61298,0.15015,0.645872,0.100006,0.67514,0.0947639,0.692106,0.0245148,0.687684,0.0674164,0.686984,0.0879426,0.68777,0.106983,0.682462,0.139401,0.678475,0.159335,0.675215,0.175085,0.674088,0.198745,0.670134,0.207501,0.671885,0.0566633,0.670517,0.049957,0.681811,0.0501932,0.670095,0.0539857,0.702718,0.0546025,0.607098,0.351382,0.61702,0.349731,0.679496,0.354183,0.668112,0.352568,0.596382,0.340004,0.606035,0.338458,0.680478,0.341557,0.669447,0.340049,0.590174,0.332961,0.599675,0.331475,0.681179,0.334042,0.670347,0.332595,0.645872,0.100006,0.61298,0.15015,0.585389,0.186046,0.722591,0.103339,0.740736,0.155082,0.754222,0.194297,0.650825,0.213146,0.62782,0.276734,0.613046,0.339185,0.601606,0.334242,0.685528,0.210364,0.679981,0.280364,0.6752,0.342293,0.675568,0.335929,
20,0.676081,0.330535,0.675541,0.335926,0.675159,0.342284,0.679909,0.280312,0.685497,0.210369,0.595165,0.329426,0.601621,0.334282,0.613162,0.33924,0.627859,0.276773,0.650792,0.21317,0.758363,0.208314,0.754067,0.194222,0.740632,0.155111,0.72252,0.103334,0.693395,0.0945992,0.576321,0.198978,0.585453,0.186125,0.612977,0.150192,0.645798,0.100003,0.675047,0.0947641,0.692144,0.0244835,0.687632,0.0673972,0.686889,0.0879355,0.687656,0.10698,0.68237,0.1394,0.678402,0.159336,0.675155,0.175087,0.674044,0.198749,0.670098,0.207512,0.671902,0.0565219,0.670532,0.0498393,0.681838,0.0500767,0.670061,0.0539458,0.702718,0.0545648,0.607208,0.351439,0.617108,0.349775,0.679471,0.354172,0.668085,0.352567,0.596401,0.34005,0.606034,0.338491,0.680458,0.34155,0.669426,0.340052,0.590141,0.332999,0.599624,0.331502,0.681161,0.334037,0.670328,0.332599,0.645798,0.100003,0.612977,0.150192,0.585453,0.186125,0.72252,0.103334,0.740632,0.155111,0.754067,0.194222,0.650792,0.21317,0.627859,0.276773,0.613162,0.33924,0.601621,0.334282,0.685497,0.210369,0.679909,0.280312,0.675159,0.342284,0.675541,0.335926,
21,0.676083,0.330524,0.675524,0.335906,0.67511,0.342247,0.679838,0.280226,0.685413,0.210305,0.595117,0.329471,0.601625,0.33433,0.613259,0.339294,0.627884,0.276862,0.650702,0.213085,0.758145,0.208207,0.753867,0.194167,0.740491,0.155132,0.722437,0.103321,0.693319,0.0945704,0.576361,0.199059,0.585521,0.186229,0.612948,0.150221,0.645681,0.0999758,0.674951,0.0947437,0.692138,0.0244397,0.687564,0.0673655,0.686785,0.0879147,0.687534,0.106969,0.682276,0.13938,0.678323,0.159304,0.675081,0.175043,0.673955,0.198699,0.670011,0.207445,0.671937,0.0564071,0.670546,0.0497398,0.681875,0.0499782,0.66999,0.0538983,0.702717,0.0545202,0.607311,0.351499,0.61719,0.349814,0.679417,0.354143,0.668034,0.352528,0.596412,0.340106,0.606027,0.338528,0.680439,0.341536,0.669408,0.340028,0.590099,0.333053,0.599565,0.331536,0.681162,0.334032,0.67033,0.332584,0.645681,0.0999758,0.612948,0.150221,0.585521,0.186229,0.722437,0.103321,0.740491,0.155132,0.753867,0.194167,0.650702,0.213085,0.627884,0.276862,0.613259,0.339294,0.601625,0.33433,0.685413,0.210305,0.679838,0.280226,0.67511,0.342247,0.675524,0.335906,
