Frames,RightFootEE,,RightToeBase,,RightFoot,,RightLeg,,RightUpLeg,,LeftFootEE,,LeftToeBase,,LeftFoot,,LeftLeg,,LeftUpLeg,,RightHandEE,,RightHand,,RightForeArm,,RightArm,,RightShoulder,,LeftHandEE,,LeftHand,,LeftForeArm,,LeftArm,,LeftShoulder,,HeadEE,,Head,,Neck,,Spine4,,Spine3,,Spine2,,Spine1,,Spine,,Hips,,Nose,,LeftEye,,RightEye,,LeftEar,,RightEar,,LeftHeelOuter,,LeftHeelInner,,RightHeelOuter,,RightHeelInner,,LeftToeBaseOuter,,LeftToeBaseInner,,RightToeBaseOuter,,RightToeBaseInner,,LeftFootEEOuter,,LeftFootEEInner,,RightFootEEOuter,,RightFootEEInner,,LeftArm_,,LeftForeArm_,,LeftHand_,,RightArm_,,RightForeArm_,,RightHand_,,LeftUpLeg_,,LeftLeg_,,LeftFoot_,,LeftToeBase_,,RightUpLeg_,,RightLeg_,,RightFoot_,,RightToeBase_,,
11,0.621714,0.404347,0.611619,0.405631,0.594707,0.405168,0.599789,0.350324,0.605043,0.288597,0.568194,0.373578,0.563316,0.376637,0.555156,0.378958,0.5691,0.330618,0.578676,0.280727,0.658746,0.308315,0.654183,0.293082,0.63978,0.251503,0.627581,0.201402,0.609689,0.188933,0.54143,0.252656,0.545233,0.243878,0.555207,0.219187,0.573641,0.184365,0.596032,0.185811,0.615767,0.130937,0.607289,0.165349,0.601709,0.18163,0.595464,0.196596,0.592479,0.223199,0.59181,0.239864,0.59171,0.253196,0.587972,0.272694,0.590451,0.280697,0.616812,0.157238,0.611394,0.15075,0.621706,0.152916,0.596249,0.151758,0.626018,0.1581,0.549448,0.386784,0.557684,0.389902,0.596178,0.417427,0.590442,0.412281,0.558569,0.379276,0.566631,0.382253,0.613888,0.412434,0.60801,0.407443,0.563842,0.374479,0.571804,0.377373,0.624348,0.409295,0.618388,0.404395,0.573641,0.184365,0.555207,0.219187,0.545233,0.243878,0.627581,0.201402,0.63978,0.251503,0.654183,0.293082,0.578676,0.280727,0.5691,0.330618,0.555156,0.378958,0.563316,0.376637,0.605043,0.288597,0.599789,0.350324,0.594707,0.405168,0.611619,0.405631,
12,0.621699,0.404324,0.611627,0.405603,0.594759,0.405131,0.599786,0.350269,0.605135,0.28856,0.568119,0.373611,0.563321,0.376708,0.5553,0.379093,0.569201,0.330672,0.578755,0.280725,0.658781,0.308297,0.654268,0.293061,0.639853,0.251496,0.627615,0.201399,0.609701,0.188919,0.54152,0.252748,0.545295,0.243952,0.555255,0.21923,0.573663,0.184388,0.596064,0.185786,0.615803,0.130928,0.607315,0.165343,0.601722,0.18162,0.595457,0.196588,0.592491,0.223184,0.59184,0.239846,0.591756,0.253176,0.58804,0.272678,0.59053,0.280678,0.616796,0.157277,0.611387,0.150781,0.621704,0.152943,0.596262,0.151762,0.626049,0.158095,0.549576,0.386932,0.557846,0.390024,0.596213,0.41739,0.590463,0.412239,0.55856,0.379359,0.566652,0.382311,0.613891,0.412407,0.608001,0.407411,0.563754,0.374524,0.571743,0.377393,0.624333,0.409274,0.618362,0.404368,0.573663,0.184388,0.555255,0.21923,0.545295,0.243952,0.627615,0.201399,0.639853,0.251496,0.654268,0.293061,0.578755,0.280725,0.569201,0.330672,0.5553,0.379093,0.563321,0.376708,0.605135,0.28856,0.599786,0.350269,0.594759,0.405131,0.611627,0.405603,
13,0.621704,0.404306,0.611629,0.405577,0.594756,0.40509,0.599876,0.350241,0.605155,0.288559,0.56803,0.373631,0.563319,0.376769,0.555444,0.379231,0.569281,0.330773,0.578768,0.280731,0.658834,0.308246,0.654333,0.293016,0.639889,0.25147,0.627639,0.201375,0.609719,0.188903,0.541597,0.25284,0.545355,0.244035,0.555283,0.219277,0.573665,0.184377,0.596075,0.185773,0.615842,0.13091,0.607337,0.165325,0.60174,0.181604,0.595479,0.196573,0.59251,0.223173,0.591857,0.239838,0.591772,0.253171,0.588057,0.272676,0.590547,0.28068,0.616783,0.157239,0.611383,0.150744,0.621704,0.152913,0.596276,0.15173,0.626077,0.158085,0.549718,0.387093,0.558025,0.390146,0.596211,0.417352,0.590464,0.412208,0.55855,0.379441,0.566675,0.382354,0.613894,0.412381,0.608006,0.407392,0.563652,0.374563,0.571673,0.377394,0.624337,0.409254,0.618368,0.404356,0.573665,0.184377,0.555283,0.219277,0.545355,0.244035,0.627639,0.201375,0.639889,0.25147,0.654333,0.293016,0.578768,0.280731,0.569281,0.330773,0.555444,0.379231,0.563319,0.376769,0.605155,0.288559,0.599876,0.350241,0.594756,0.40509,0.611629,0.405577,
14,0.621696,0.404289,0.611635,0.405552,0.594792,0.405049,0.599892,0.350157,0.605146,0.288512,0.567943,0.373656,0.563314,0.376835,0.555585,0.379373,0.569344,0.330824,0.578742,0.280734,0.658883,0.308231,0.654407,0.293008,0.639927,0.251487,0.627664,0.201392,0.609739,0.188907,0.541664,0.252912,0.545399,0.244118,0.555329,0.219319,0.573708,0.184369,0.596142,0.185742,0.61585,0.130881,0.607379,0.165307,0.601774,0.181586,0.595454,0.196542,0.592456,0.223136,0.591803,0.239801,0.591724,0.253138,0.588027,0.272648,0.590525,0.280656,0.616774,0.157193,0.611372,0.150706,0.621703,0.152866,0.596287,0.151718,0.626116,0.158046,0.549828,0.387232,0.558164,0.390275,0.59623,0.417312,0.590476,0.412162,0.558525,0.379508,0.566675,0.382411,0.613894,0.412357,0.608,0.407362,0.563549,0.37459,0.571593,0.377412,0.624327,0.40924,0.618352,0.404336,0.573708,0.184369,0.555329,0.219319,0.545399,0.244118,0.627664,0.201392,0.639927,0.251487,0.654407,0.293008,0.578742,0.280734,0.569344,0.330824,0.555585,0.379373,0.563314,0.376835,0.605146,0.288512,0.599892,0.350157,0.594792,0.405049,0.611635,0.405552,
15,0.621662,0.404272,0.611605,0.405519,0.594773,0.404988,0.599943,0.350087,0.60517,0.28848,0.567837,0.373667,0.563281,0.376883,0.555681,0.379488,0.569434,0.33093,0.578774,0.280728,0.658948,0.308177,0.654459,0.29297,0.639934,0.251477,0.627664,0.201382,0.609719,0.188886,0.541727,0.253007,0.545432,0.244216,0.555336,0.219372,0.573726,0.184364,0.596156,0.185709,0.615874,0.130856,0.607384,0.165281,0.601757,0.181558,0.595407,0.196509,0.592416,0.223101,0.591777,0.239769,0.591713,0.253108,0.58803,0.272622,0.590545,0.280635,0.616755,0.157148,0.611361,0.150661,0.621695,0.15283,0.596289,0.151678,0.626127,0.15803,0.549902,0.387348,0.558264,0.390377,0.596193,0.417252,0.590441,0.412098,0.558477,0.379559,0.56665,0.382449,0.613855,0.412326,0.607964,0.407327,0.56343,0.374605,0.571494,0.377414,0.624287,0.409224,0.618316,0.404316,0.573726,0.184364,0.555336,0.219372,0.545432,0.244216,0.627664,0.201382,0.639934,0.251477,0.654459,0.29297,0.578774,0.280728,0.569434,0.33093,0.555681,0.379488,0.563281,0.376883,0.60517,0.28848,0.599943,0.350087,0.594773,0.404988,0.611605,0.405519,
16,0.621677,0.40426,0.611623,0.40551,0.594803,0.404978,0.600031,0.350013,0.60512,0.288477,0.567777,0.373695,0.563294,0.376952,0.555827,0.379636,0.569542,0.331024,0.578719,0.280752,0.658974,0.308091,0.654484,0.292913,0.639913,0.251453,0.627674,0.201348,0.609728,0.188876,0.541793,0.253094,0.54546,0.244284,0.555368,0.219407,0.573714,0.18436,0.596189,0.18568,0.615844,0.130813,0.607394,0.16525,0.601772,0.181532,0.595394,0.196477,0.592381,0.223066,0.591736,0.239737,0.591671,0.253083,0.587981,0.272604,0.590493,0.280636,0.61675,0.157058,0.611348,0.150585,0.621687,0.152746,0.596278,0.151646,0.626131,0.157977,0.550013,0.387482,0.558399,0.390511,0.596204,0.41724,0.590455,0.412069,0.55847,0.379622,0.566663,0.382512,0.613863,0.41232,0.607975,0.407304,0.563355,0.374629,0.571438,0.377438,0.624297,0.409217,0.618328,0.404292,0.573714,0.18436,0.555368,0.219407,0.54546,0.244284,0.627674,0.201348,0.639913,0.251453,0.654484,0.292913,0.578719,0.280752,0.569542,0.331024,0.555827,0.379636,0.563294,0.376952,0.60512,0.288477,0.600031,0.350013,0.594803,0.404978,0.611623,0.40551,
17,0.621672,0.404258,0.611615,0.405492,0.594792,0.404929,0.600076,0.349953,0.605146,0.288462,0.567656,0.373692,0.563259,0.376989,0.55594,0.379747,0.569536,0.331069,0.578767,0.28074,0.659019,0.308009,0.654515,0.292858,0.639864,0.251448,0.627617,0.201343,0.609688,0.188837,0.541832,0.253183,0.545477,0.244371,0.555368,0.219459,0.573694,0.18437,0.596186,0.185641,0.615809,0.130773,0.60736,0.165214,0.601726,0.181495,0.59533,0.196442,0.592361,0.223028,0.591743,0.2397,0.591695,0.253048,0.588003,0.272572,0.590525,0.280616,0.61672,0.157008,0.611317,0.150537,0.621656,0.1527,0.596244,0.151605,0.626098,0.15794,0.550112,0.387605,0.558528,0.390605,0.596185,0.417195,0.590441,0.412029,0.558422,0.379672,0.566643,0.382534,0.61385,0.412303,0.607967,0.407291,0.563221,0.374638,0.571329,0.37742,0.624289,0.409215,0.618324,0.404294,0.573694,0.18437,0.555368,0.219459,0.545477,0.244371,0.627617,0.201343,0.639864,0.251448,0.654515,0.292858,0.578767,0.28074,0.569536,0.331069,0.55594,0.379747,0.563259,0.376989,0.605146,0.288462,0.600076,0.349953,0.594792,0.404929,0.611615,0.405492,
18,0.621663,0.404244,0.611607,0.405461,0.594802,0.40487,0.600165,0.349845,0.6051,0.288385,0.567581,0.373694,0.56324,0.377026,0.556013,0.379845,0.569537,0.331163,0.578723,0.280707,0.65905,0.307937,0.654531,0.29281,0.639802,0.251456,0.627611,0.201338,0.609631,0.188844,0.541875,0.253274,0.545493,0.244456,0.555361,0.2195,0.573679,0.184351,0.596164,0.185618,0.615749,0.130744,0.607326,0.165192,0.601685,0.181476,0.595241,0.196407,0.592225,0.222993,0.591606,0.239666,0.59157,0.253014,0.587915,0.272538,0.590466,0.280568,0.616705,0.156922,0.611293,0.150464,0.621632,0.152626,0.596206,0.151573,0.626059,0.157907,0.550186,0.387713,0.558624,0.390689,0.596144,0.417132,0.590413,0.411929,0.558398,0.37972,0.566638,0.382558,0.613816,0.41228,0.607946,0.407232,0.563139,0.374652,0.571266,0.37741,0.624262,0.409213,0.61831,0.404256,0.573679,0.184351,0.555361,0.2195,0.545493,0.244456,0.627611,0.201338,0.639802,0.251456,0.654531,0.29281,0.578723,0.280707,0.569537,0.331163,0.556013,0.379845,0.56324,0.377026,0.6051,0.288385,0.600165,0.349845,0.594802,0.40487,0.611607,0.405461,
19,0.621656,0.404249,0.611598,0.405448,0.594788,0.404825,0.600164,0.349769,0.605064,0.288344,0.567496,0.373712,0.563213,0.377071,0.556092,0.379944,0.569553,0.331236,0.578674,0.280688,0.659079,0.307843,0.654526,0.292751,0.639737,0.25144,0.627575,0.201315,0.609612,0.18883,0.541919,0.253365,0.545514,0.244534,0.555344,0.219549,0.573669,0.184354,0.596155,0.185592,0.615666,0.130697,0.607294,0.165158,0.601669,0.181451,0.595212,0.196381,0.59218,0.222964,0.591557,0.239635,0.591521,0.252982,0.587873,0.272508,0.590423,0.280538,0.616688,0.156823,0.611261,0.150382,0.621603,0.152534,0.596161,0.151541,0.626018,0.157847,0.55024,0.387807,0.558696,0.390778,0.596121,0.417091,0.590396,0.411891,0.558357,0.379764,0.566612,0.382598,0.613801,0.412268,0.607937,0.407222,0.563043,0.37467,0.571183,0.377424,0.624251,0.409219,0.618305,0.404263,0.573669,0.184354,0.555344,0.219549,0.545514,0.244534,0.627575,0.201315,0.639737,0.25144,0.654526,0.292751,0.578674,0.280688,0.569553,0.331236,0.556092,0.379944,0.563213,0.377071,0.605064,0.288344,0.600164,0.349769,0.594788,0.404825,0.611598,0.405448,
20,0.621641,0.404239,0.61158,0.405434,0.594765,0.404802,0.600187,0.349721,0.605024,0.288336,0.567422,0.37371,0.56318,0.377097,0.556133,0.38002,0.569556,0.331275,0.578633,0.280695,0.659073,0.307745,0.654522,0.292665,0.639616,0.25143,0.627507,0.201294,0.609553,0.188817,0.541958,0.253471,0.545529,0.244606,0.555321,0.219577,0.573615,0.184338,0.596117,0.18558,0.615559,0.13066,0.607224,0.165128,0.601606,0.181429,0.595142,0.196358,0.592118,0.222945,0.591505,0.239619,0.591476,0.252969,0.587832,0.272498,0.590383,0.280534,0.616669,0.156703,0.611224,0.150279,0.621563,0.152431,0.596094,0.151497,0.62594,0.157803,0.55027,0.387881,0.55874,0.390843,0.596104,0.41707,0.59038,0.41188,0.558317,0.37979,0.566584,0.382616,0.613786,0.412253,0.607922,0.407216,0.562962,0.374669,0.571113,0.377416,0.624237,0.409206,0.618291,0.40426,0.573615,0.184338,0.555321,0.219577,0.545529,0.244606,0.627507,0.201294,0.639616,0.25143,0.654522,0.292665,0.578633,0.280695,0.569556,0.331275,0.556133,0.38002,0.56318,0.377097,0.605024,0.288336,0.600187,0.349721,0.594765,0.404802,0.61158,0.405434,
21,0.621645,0.40423,0.611575,0.405412,0.594747,0.404755,0.600227,0.349649,0.605033,0.288274,0.567338,0.373713,0.563138,0.377124,0.556163,0.38009,0.569467,0.331326,0.578659,0.280622,0.659071,0.307623,0.65446,0.29258,0.639476,0.251407,0.627418,0.20126,0.609463,0.188772,0.541961,0.25354,0.545539,0.244697,0.555302,0.219595,0.573571,0.184302,0.596049,0.185546,0.615429,0.130607,0.607119,0.165082,0.601505,0.181389,0.595044,0.196324,0.592064,0.22291,0.591479,0.23958,0.591469,0.252924,0.587834,0.272447,0.590396,0.280473,0.616651,0.156605,0.611188,0.150192,0.621518,0.152343,0.59601,0.151443,0.625827,0.157748,0.550295,0.387955,0.558779,0.390903,0.596074,0.417024,0.590361,0.41183,0.55827,0.379823,0.56655,0.382635,0.613773,0.412232,0.60792,0.407191,0.562873,0.374679,0.571036,0.377411,0.624235,0.4092,0.618299,0.404249,0.573571,0.184302,0.555302,0.219595,0.545539,0.244697,0.627418,0.20126,0.639476,0.251407,0.65446,0.29258,0.578659,0.280622,0.569467,0.331326,0.556163,0.38009,0.563138,0.377124,0.605033,0.288274,0.600227,0.349649,0.594747,0.404755,0.611575,0.405412,
