Frames,RightFootEE,,RightToeBase,,RightFoot,,RightLeg,,RightUpLeg,,LeftFootEE,,LeftToeBase,,LeftFoot,,LeftLeg,,LeftUpLeg,,RightHandEE,,RightHand,,RightForeArm,,RightArm,,RightShoulder,,LeftHandEE,,LeftHand,,LeftForeArm,,LeftArm,,LeftShoulder,,HeadEE,,Head,,Neck,,Spine4,,Spine3,,Spine2,,Spine1,,Spine,,Hips,,Nose,,LeftEye,,RightEye,,LeftEar,,RightEar,,LeftHeelOuter,,LeftHeelInner,,RightHeelOuter,,RightHeelInner,,LeftToeBaseOuter,,LeftToeBaseInner,,RightToeBaseOuter,,RightToeBaseInner,,LeftFootEEOuter,,LeftFootEEInner,,RightFootEEOuter,,RightFootEEInner,,LeftArm_,,LeftForeArm_,,LeftHand_,,RightArm_,,RightForeArm_,,RightHand_,,LeftUpLeg_,,LeftLeg_,,LeftFoot_,,LeftToeBase_,,RightUpLeg_,,RightLeg_,,RightFoot_,,RightToeBase_,,
11,0.581794,0.347167,0.582782,0.33965,0.584618,0.325597,0.593176,0.287456,0.603883,0.237781,0.630586,0.348272,0.62707,0.340672,0.621805,0.326328,0.62548,0.287424,0.628034,0.238233,0.543697,0.235218,0.55139,0.224873,0.572956,0.196182,0.597063,0.165624,0.619491,0.162132,0.685732,0.23322,0.679268,0.224347,0.66394,0.195955,0.651397,0.164901,0.632113,0.161934,0.63415,0.127615,0.628656,0.148493,0.625837,0.156661,0.62331,0.164045,0.62112,0.184615,0.619851,0.198539,0.618772,0.210121,0.616194,0.223279,0.616044,0.233098,0.630648,0.158922,0.63607,0.152436,0.626702,0.151844,0.643448,0.145207,0.617376,0.143577,0.624485,0.332775,0.617388,0.333687,0.579635,0.331902,0.587042,0.333221,0.630281,0.343335,0.623004,0.344293,0.578394,0.342137,0.586002,0.343511,0.634049,0.349689,0.626656,0.350676,0.577577,0.348371,0.585313,0.34978,0.651397,0.164901,0.66394,0.195955,0.679268,0.224347,0.597063,0.165624,0.572956,0.196182,0.55139,0.224873,0.628034,0.238233,0.62548,0.287424,0.621805,0.326328,0.62707,0.340672,0.603883,0.237781,0.593176,0.287456,0.584618,0.325597,0.582782,0.33965,
12,0.581797,0.347163,0.582785,0.339643,0.584623,0.325583,0.593159,0.287429,0.603857,0.237765,0.630613,0.34827,0.627085,0.340676,0.621804,0.326335,0.625475,0.287427,0.628007,0.238237,0.543547,0.23516,0.551256,0.224808,0.572875,0.19613,0.597055,0.165622,0.619487,0.162135,0.685754,0.233236,0.679312,0.224354,0.663907,0.195966,0.65141,0.164897,0.63211,0.161941,0.634056,0.127322,0.628627,0.14839,0.625833,0.156642,0.623313,0.164039,0.621117,0.184601,0.619844,0.198524,0.61876,0.210108,0.616175,0.223275,0.61602,0.233093,0.630651,0.158617,0.636054,0.152124,0.626682,0.151548,0.64341,0.145001,0.617332,0.143415,0.62448,0.332782,0.617386,0.333697,0.579635,0.331882,0.587042,0.333204,0.630294,0.343338,0.62302,0.3443,0.578394,0.342126,0.586002,0.343503,0.634074,0.349687,0.626684,0.350678,0.577578,0.348364,0.585314,0.349777,0.65141,0.164897,0.663907,0.195966,0.679312,0.224354,0.597055,0.165622,0.572875,0.19613,0.551256,0.224808,0.628007,0.238237,0.625475,0.287427,0.621804,0.326335,0.627085,0.340676,0.603857,0.237765,0.593159,0.287429,0.584623,0.325583,0.582785,0.339643,
13,0.581801,0.347159,0.582786,0.339635,0.584618,0.32557,0.593159,0.287426,0.603822,0.237745,0.630639,0.348273,0.6271,0.340681,0.621804,0.326338,0.625468,0.287429,0.627975,0.238235,0.543401,0.235105,0.551123,0.224743,0.572811,0.196092,0.597058,0.165614,0.619487,0.16214,0.685786,0.233272,0.679355,0.224364,0.66388,0.195981,0.651415,0.164888,0.632107,0.161943,0.633958,0.126999,0.628601,0.148274,0.625828,0.156619,0.6233,0.164033,0.621098,0.184588,0.619825,0.198512,0.618739,0.210096,0.616153,0.223264,0.615991,0.233082,0.630679,0.15828,0.636057,0.151777,0.626681,0.151225,0.643376,0.144764,0.617292,0.143245,0.624467,0.332786,0.617378,0.333699,0.579634,0.331869,0.587042,0.333187,0.630301,0.343344,0.623031,0.344304,0.578398,0.342119,0.586006,0.343492,0.634095,0.349691,0.626709,0.35068,0.577584,0.348361,0.58532,0.349769,0.651415,0.164888,0.66388,0.195981,0.679355,0.224364,0.597058,0.165614,0.572811,0.196092,0.551123,0.224743,0.627975,0.238235,0.625468,0.287429,0.621804,0.326338,0.6271,0.340681,0.603822,0.237745,0.593159,0.287426,0.584618,0.32557,0.582786,0.339635,
14,0.5818,0.347156,0.582785,0.33963,0.584617,0.325557,0.593145,0.287405,0.603789,0.237724,0.630665,0.348275,0.627114,0.340686,0.621802,0.326342,0.625441,0.287433,0.627948,0.238244,0.543262,0.235044,0.551005,0.224682,0.572745,0.196045,0.597062,0.16559,0.619491,0.162126,0.685828,0.233308,0.679398,0.224385,0.663841,0.196001,0.651441,0.164898,0.632114,0.161938,0.633868,0.126656,0.62858,0.148141,0.625835,0.156584,0.623316,0.164023,0.621106,0.184578,0.619826,0.198504,0.618734,0.21009,0.616142,0.223258,0.615967,0.233076,0.630712,0.157918,0.636066,0.151406,0.626686,0.150877,0.643347,0.144509,0.617259,0.143054,0.624459,0.332787,0.617372,0.333703,0.579636,0.331855,0.587044,0.333171,0.630311,0.343347,0.623045,0.344309,0.578398,0.342113,0.586006,0.343485,0.634119,0.349692,0.626737,0.350684,0.577583,0.348359,0.585319,0.349765,0.651441,0.164898,0.663841,0.196001,0.679398,0.224385,0.597062,0.16559,0.572745,0.196045,0.551005,0.224682,0.627948,0.238244,0.625441,0.287433,0.621802,0.326342,0.627114,0.340686,0.603789,0.237724,0.593145,0.287405,0.584617,0.325557,0.582785,0.33963,
15,0.5818,0.347158,0.582786,0.339625,0.584618,0.325542,0.593127,0.287385,0.603764,0.237701,0.630691,0.34827,0.627127,0.340687,0.621795,0.326345,0.625422,0.287433,0.627926,0.238257,0.543141,0.235003,0.550875,0.224621,0.572682,0.196008,0.597072,0.165572,0.619498,0.16212,0.685888,0.233344,0.679428,0.224419,0.663808,0.196017,0.651472,0.164908,0.632124,0.161938,0.633789,0.126293,0.628563,0.148005,0.625843,0.156552,0.623337,0.164016,0.621126,0.184568,0.619841,0.198495,0.618741,0.210084,0.616141,0.223254,0.61595,0.233071,0.630745,0.157528,0.636076,0.151011,0.626693,0.1505,0.643322,0.14425,0.617231,0.142843,0.624447,0.332788,0.617365,0.333708,0.579641,0.331837,0.587049,0.333151,0.630321,0.343345,0.623058,0.344312,0.5784,0.342108,0.586009,0.343477,0.634143,0.349686,0.626765,0.350683,0.577584,0.348361,0.585321,0.349765,0.651472,0.164908,0.663808,0.196017,0.679428,0.224419,0.597072,0.165572,0.572682,0.196008,0.550875,0.224621,0.627926,0.238257,0.625422,0.287433,0.621795,0.326345,0.627127,0.340687,0.603764,0.237701,0.593127,0.287385,0.584618,0.325542,0.582786,0.339625,
16,0.581797,0.347156,0.582783,0.33962,0.584615,0.325529,0.593111,0.287366,0.603737,0.237682,0.630713,0.348264,0.627134,0.340684,0.621781,0.32634,0.625414,0.287434,0.627894,0.238245,0.543007,0.234954,0.550758,0.224569,0.572628,0.195976,0.597073,0.165574,0.619498,0.16215,0.685941,0.233404,0.679475,0.224463,0.663787,0.196038,0.651475,0.164931,0.632122,0.161965,0.633735,0.125898,0.62855,0.147876,0.625838,0.156542,0.623327,0.164015,0.621106,0.184549,0.619819,0.198474,0.618717,0.210062,0.616111,0.223241,0.615921,0.233056,0.630772,0.157093,0.636088,0.150581,0.626702,0.150073,0.643305,0.143999,0.617213,0.142603,0.624429,0.332779,0.61735,0.333704,0.579648,0.331825,0.587057,0.333132,0.630325,0.343338,0.623066,0.344311,0.578402,0.342105,0.586012,0.343468,0.634162,0.349677,0.626788,0.35068,0.577583,0.348362,0.585321,0.34976,0.651475,0.164931,0.663787,0.196038,0.679475,0.224463,0.597073,0.165574,0.572628,0.195976,0.550758,0.224569,0.627894,0.238245,0.625414,0.287434,0.621781,0.32634,0.627134,0.340684,0.603737,0.237682,0.593111,0.287366,0.584615,0.325529,0.582783,0.33962,
17,0.581795,0.347158,0.582783,0.339617,0.584616,0.325517,0.593089,0.287346,0.60371,0.237666,0.630737,0.348259,0.627142,0.340682,0.621767,0.326336,0.625402,0.287426,0.627867,0.238242,0.542888,0.234913,0.550648,0.224519,0.572574,0.195943,0.597081,0.165575,0.619502,0.162167,0.686004,0.233452,0.679521,0.224518,0.663765,0.196074,0.651478,0.164936,0.632122,0.161971,0.633703,0.12549,0.628544,0.14773,0.625832,0.156517,0.623311,0.164011,0.621087,0.184535,0.619803,0.198459,0.618701,0.210049,0.61609,0.223232,0.615896,0.233047,0.630793,0.156635,0.636098,0.150135,0.626711,0.149622,0.643296,0.143744,0.617206,0.142335,0.624404,0.332772,0.61733,0.333701,0.579653,0.331811,0.587063,0.333117,0.630326,0.343334,0.623073,0.34431,0.578404,0.342101,0.586014,0.343462,0.634182,0.349671,0.626814,0.350677,0.577583,0.348364,0.585321,0.34976,0.651478,0.164936,0.663765,0.196074,0.679521,0.224518,0.597081,0.165575,0.572574,0.195943,0.550648,0.224519,0.627867,0.238242,0.625402,0.287426,0.621767,0.326336,0.627142,0.340682,0.60371,0.237666,0.593089,0.287346,0.584616,0.325517,0.582783,0.339617,
18,0.581788,0.347167,0.582778,0.339625,0.584613,0.325524,0.593073,0.287342,0.603688,0.237665,0.630756,0.348248,0.627145,0.340675,0.621748,0.32633,0.625389,0.28743,0.627841,0.238248,0.542812,0.234893,0.550534,0.224453,0.57251,0.195894,0.597096,0.165555,0.619513,0.162172,0.68602,0.233526,0.679596,0.224569,0.663755,0.196098,0.651474,0.164934,0.632134,0.161982,0.633669,0.125064,0.628545,0.147574,0.625843,0.156488,0.623323,0.164013,0.621088,0.184533,0.619798,0.19846,0.618692,0.210051,0.61607,0.223233,0.615874,0.233049,0.630817,0.156151,0.636111,0.149662,0.626721,0.149147,0.643291,0.143471,0.617201,0.142053,0.624379,0.332762,0.617309,0.333695,0.579655,0.331819,0.587066,0.333123,0.630325,0.343324,0.623077,0.344305,0.578401,0.342111,0.586012,0.343469,0.634197,0.349657,0.626834,0.350669,0.577576,0.348374,0.585315,0.349768,0.651474,0.164934,0.663755,0.196098,0.679596,0.224569,0.597096,0.165555,0.57251,0.195894,0.550534,0.224453,0.627841,0.238248,0.625389,0.28743,0.621748,0.32633,0.627145,0.340675,0.603688,0.237665,0.593073,0.287342,0.584613,0.325524,0.582778,0.339625,
19,0.581788,0.347159,0.582783,0.339612,0.584622,0.325501,0.593052,0.287321,0.603655,0.237644,0.630777,0.348243,0.627151,0.340673,0.621732,0.326327,0.625366,0.287434,0.627804,0.238238,0.542735,0.234876,0.550427,0.224401,0.572443,0.195846,0.597118,0.165559,0.61953,0.162213,0.686069,0.233609,0.679654,0.224631,0.663752,0.19613,0.65148,0.164945,0.632148,0.162019,0.633629,0.124624,0.62855,0.14743,0.625854,0.156481,0.623321,0.164019,0.621071,0.184518,0.619777,0.198442,0.618667,0.210033,0.616039,0.223219,0.61584,0.233034,0.630848,0.155637,0.636129,0.149163,0.626735,0.148646,0.643289,0.143197,0.617198,0.141773,0.624354,0.332756,0.617288,0.333692,0.579671,0.331794,0.587082,0.333094,0.630324,0.343321,0.623081,0.344304,0.578409,0.342097,0.58602,0.343452,0.634214,0.349652,0.626856,0.350666,0.577579,0.348367,0.585317,0.349758,0.65148,0.164945,0.663752,0.19613,0.679654,0.224631,0.597118,0.165559,0.572443,0.195846,0.550427,0.224401,0.627804,0.238238,0.625366,0.287434,0.621732,0.326327,0.627151,0.340673,0.603655,0.237644,0.593052,0.287321,0.584622,0.325501,0.582783,0.339612,
20,0.581784,0.347156,0.582779,0.339606,0.584618,0.325492,0.593031,0.287314,0.603628,0.237639,0.630795,0.348234,0.627152,0.340667,0.621709,0.326319,0.625335,0.287426,0.627785,0.238251,0.542658,0.234861,0.550322,0.224354,0.572384,0.195809,0.597149,0.165537,0.61955,0.162233,0.686119,0.233701,0.679716,0.224694,0.663757,0.19617,0.651482,0.164955,0.632165,0.162037,0.633589,0.124181,0.628556,0.147271,0.625867,0.156459,0.623324,0.164024,0.621061,0.184515,0.619766,0.19844,0.618654,0.210034,0.616027,0.223223,0.61582,0.233038,0.630889,0.155112,0.636154,0.148653,0.626758,0.148136,0.643289,0.142905,0.617197,0.141486,0.624322,0.332745,0.617262,0.333684,0.579674,0.331787,0.587086,0.333083,0.63032,0.343311,0.623082,0.344299,0.578408,0.342094,0.586021,0.343445,0.634228,0.34964,0.626876,0.35066,0.577576,0.348366,0.585316,0.349752,0.651482,0.164955,0.663757,0.19617,0.679716,0.224694,0.597149,0.165537,0.572384,0.195809,0.550322,0.224354,0.627785,0.238251,0.625335,0.287426,0.621709,0.326319,0.627152,0.340667,0.603628,0.237639,0.593031,0.287314,0.584618,0.325492,0.582779,0.339606,
21,0.581781,0.347163,0.582779,0.339609,0.58462,0.325487,0.593027,0.287298,0.603603,0.237638,0.63081,0.348226,0.627153,0.34066,0.621695,0.326308,0.625308,0.287429,0.627756,0.238251,0.542581,0.234846,0.550221,0.224311,0.572342,0.195786,0.59718,0.165492,0.619566,0.162234,0.686167,0.233789,0.679782,0.224753,0.663752,0.196212,0.651479,0.164963,0.632178,0.162039,0.633563,0.123732,0.628562,0.147098,0.625877,0.156421,0.623325,0.164021,0.621051,0.184511,0.619752,0.198438,0.618639,0.210035,0.616002,0.22322,0.615794,0.233036,0.630923,0.154571,0.636177,0.148132,0.626778,0.14761,0.64329,0.14261,0.6172,0.141177,0.624291,0.332734,0.617236,0.333672,0.579681,0.331781,0.587094,0.333075,0.630312,0.343304,0.62308,0.344291,0.57841,0.342096,0.586023,0.343445,0.634236,0.349633,0.62689,0.350652,0.577574,0.348374,0.585314,0.349757,0.651479,0.164963,0.663752,0.196212,0.679782,0.224753,0.59718,0.165492,0.572342,0.195786,0.550221,0.224311,0.627756,0.238251,0.625308,0.287429,0.621695,0.326308,0.627153,0.34066,0.603603,0.237638,0.593027,0.287298,0.58462,0.325487,0.582779,0.339609,
