Frames,RightFootEE,,RightToeBase,,RightFoot,,RightLeg,,RightUpLeg,,LeftFootEE,,LeftToeBase,,LeftFoot,,LeftLeg,,LeftUpLeg,,RightHandEE,,RightHand,,RightForeArm,,RightArm,,RightShoulder,,LeftHandEE,,LeftHand,,LeftForeArm,,LeftArm,,LeftShoulder,,HeadEE,,Head,,Neck,,Spine4,,Spine3,,Spine2,,Spine1,,Spine,,Hips,,Nose,,LeftEye,,RightEye,,LeftEar,,RightEar,,LeftHeelOuter,,LeftHeelInner,,RightHeelOuter,,RightHeelInner,,LeftToeBaseOuter,,LeftToeBaseInner,,RightToeBaseOuter,,RightToeBaseInner,,LeftFootEEOuter,,LeftFootEEInner,,RightFootEEOuter,,RightFootEEInner,,LeftArm_,,LeftForeArm_,,LeftHand_,,RightArm_,,RightForeArm_,,RightHand_,,LeftUpLeg_,,LeftLeg_,,LeftFoot_,,LeftToeBase_,,RightUpLeg_,,RightLeg_,,RightFoot_,,RightToeBase_,,
11,0.548734,0.294947,0.539187,0.292538,0.523375,0.286518,0.527783,0.244918,0.526189,0.195345,0.547171,0.273619,0.538258,0.273003,0.523355,0.269828,0.526316,0.232291,0.525801,0.187641,0.518353,0.219079,0.516058,0.206284,0.512722,0.170794,0.523718,0.130657,0.529219,0.120238,0.516726,0.168711,0.516838,0.162975,0.515254,0.143099,0.524034,0.116544,0.529088,0.117077,0.546898,0.082029,0.534698,0.104413,0.527279,0.114241,0.520007,0.12346,0.519435,0.143111,0.520529,0.155942,0.521933,0.166444,0.519067,0.180294,0.5237,0.187742,0.55415,0.108389,0.552627,0.101963,0.552315,0.103546,0.541417,0.0968024,0.540112,0.101158,0.522419,0.274821,0.523523,0.278324,0.522308,0.295485,0.523781,0.292259,0.537408,0.27429,0.538659,0.277775,0.538331,0.297493,0.539633,0.294229,0.546426,0.273656,0.547765,0.277129,0.548042,0.298553,0.549241,0.295267,0.524034,0.116544,0.515254,0.143099,0.516838,0.162975,0.523718,0.130657,0.512722,0.170794,0.516058,0.206284,0.525801,0.187641,0.526316,0.232291,0.523355,0.269828,0.538258,0.273003,0.526189,0.195345,0.527783,0.244918,0.523375,0.286518,0.539187,0.292538,
12,0.548721,0.294949,0.539175,0.292535,0.523368,0.286506,0.527759,0.244911,0.526192,0.195338,0.547179,0.273602,0.538267,0.272996,0.523365,0.269831,0.52632,0.232293,0.525806,0.187652,0.518517,0.219019,0.516131,0.206244,0.512701,0.170776,0.523714,0.130658,0.529201,0.120247,0.51678,0.168701,0.5169,0.16295,0.515251,0.143117,0.524044,0.116535,0.529079,0.117087,0.546595,0.0818529,0.534597,0.104351,0.52725,0.114232,0.519989,0.123458,0.519397,0.143109,0.520495,0.155941,0.521906,0.166444,0.519057,0.180301,0.523699,0.187745,0.55409,0.108139,0.552518,0.101724,0.552199,0.10332,0.541277,0.0966629,0.539952,0.101059,0.522427,0.274826,0.523539,0.278327,0.522294,0.295473,0.523766,0.292251,0.537414,0.274284,0.538672,0.277768,0.538317,0.297489,0.539619,0.29423,0.546432,0.27364,0.547779,0.277111,0.548028,0.298554,0.549226,0.295271,0.524044,0.116535,0.515251,0.143117,0.5169,0.16295,0.523714,0.130658,0.512701,0.170776,0.516131,0.206244,0.525806,0.187652,0.52632,0.232293,0.523365,0.269831,0.538267,0.272996,0.526192,0.195338,0.527759,0.244911,0.523368,0.286506,0.539175,0.292535,
13,0.548709,0.294949,0.539163,0.292533,0.523357,0.286502,0.527764,0.244906,0.526166,0.195341,0.547184,0.27359,0.538273,0.27299,0.523376,0.269828,0.526331,0.232294,0.525805,0.18766,0.51869,0.218956,0.516201,0.206204,0.512698,0.17076,0.5237,0.130654,0.529208,0.120249,0.516865,0.168695,0.516964,0.162926,0.515261,0.143135,0.524045,0.116525,0.529073,0.117091,0.546276,0.081655,0.534501,0.104275,0.527233,0.114216,0.519986,0.123456,0.519378,0.143109,0.520477,0.155941,0.521892,0.166445,0.519043,0.180302,0.523686,0.18775,0.554036,0.107854,0.552407,0.10145,0.552088,0.103064,0.541127,0.0964974,0.5398,0.10095,0.522432,0.274832,0.523553,0.278326,0.522282,0.295467,0.523752,0.292243,0.537416,0.274285,0.538683,0.277761,0.538305,0.297488,0.539605,0.294225,0.546433,0.273633,0.547789,0.277096,0.548016,0.298555,0.549212,0.295269,0.524045,0.116525,0.515261,0.143135,0.516964,0.162926,0.5237,0.130654,0.512698,0.17076,0.516201,0.206204,0.525805,0.18766,0.526331,0.232294,0.523376,0.269828,0.538273,0.27299,0.526166,0.195341,0.527764,0.244906,0.523357,0.286502,0.539163,0.292533,
14,0.5487,0.294951,0.539155,0.292533,0.523352,0.286493,0.527747,0.2449,0.526154,0.195338,0.547185,0.273579,0.538277,0.272987,0.523383,0.269829,0.526338,0.232305,0.525826,0.18767,0.518852,0.218889,0.516285,0.206158,0.512701,0.170735,0.523678,0.130636,0.529195,0.120239,0.516964,0.168681,0.517049,0.162905,0.515267,0.143161,0.524081,0.116519,0.529075,0.117085,0.545933,0.0814423,0.53439,0.104188,0.527206,0.11419,0.51998,0.123445,0.519371,0.143099,0.520477,0.155933,0.521899,0.166439,0.519049,0.180298,0.523691,0.187751,0.553967,0.10755,0.552279,0.101158,0.55196,0.102789,0.540959,0.09632,0.539631,0.100824,0.522434,0.274837,0.523563,0.278327,0.522272,0.295458,0.523742,0.292232,0.537415,0.274283,0.53869,0.277756,0.538294,0.297488,0.539594,0.294223,0.546431,0.273625,0.547795,0.277084,0.548007,0.298558,0.549203,0.29527,0.524081,0.116519,0.515267,0.143161,0.517049,0.162905,0.523678,0.130636,0.512701,0.170735,0.516285,0.206158,0.525826,0.18767,0.526338,0.232305,0.523383,0.269829,0.538277,0.272987,0.526154,0.195338,0.527747,0.2449,0.523352,0.286493,0.539155,0.292533,
15,0.548694,0.294956,0.539151,0.292531,0.523352,0.286478,0.527743,0.24489,0.52615,0.195327,0.547182,0.273566,0.538275,0.272983,0.523384,0.269834,0.526334,0.232314,0.525848,0.187681,0.519014,0.218834,0.516373,0.206115,0.512705,0.170718,0.523646,0.130625,0.529188,0.120234,0.517083,0.168656,0.517144,0.162896,0.515275,0.143181,0.524124,0.11651,0.529083,0.11708,0.545565,0.0812148,0.534277,0.104096,0.527185,0.114164,0.519979,0.123433,0.519363,0.143087,0.520475,0.155922,0.521903,0.166429,0.519056,0.180292,0.523699,0.187749,0.553897,0.107222,0.552147,0.100846,0.551825,0.10249,0.540787,0.096139,0.539451,0.100682,0.522431,0.274844,0.523568,0.278333,0.522264,0.295442,0.523735,0.292214,0.537408,0.274281,0.538692,0.277752,0.538286,0.297486,0.539587,0.294219,0.546425,0.273612,0.547797,0.27707,0.547999,0.298563,0.549195,0.295273,0.524124,0.11651,0.515275,0.143181,0.517144,0.162896,0.523646,0.130625,0.512705,0.170718,0.516373,0.206115,0.525848,0.187681,0.526334,0.232314,0.523384,0.269834,0.538275,0.272983,0.52615,0.195327,0.527743,0.24489,0.523352,0.286478,0.539151,0.292531,
16,0.548688,0.294959,0.539145,0.292531,0.52335,0.286469,0.527736,0.244882,0.526148,0.19532,0.547177,0.273553,0.538272,0.272978,0.523387,0.269835,0.526347,0.232312,0.525835,0.187686,0.519191,0.218771,0.516464,0.206075,0.5127,0.170706,0.523645,0.130627,0.529222,0.120252,0.517216,0.168648,0.517254,0.162885,0.515284,0.143202,0.524152,0.116523,0.529106,0.117098,0.545161,0.0809615,0.53418,0.104006,0.527194,0.114154,0.519996,0.123431,0.519331,0.143084,0.520436,0.15592,0.521867,0.166428,0.519035,0.180297,0.523687,0.187749,0.553846,0.10685,0.552024,0.100501,0.551696,0.102145,0.540623,0.0959609,0.539267,0.100512,0.522426,0.274846,0.523572,0.278334,0.522257,0.295431,0.52373,0.292195,0.537399,0.274278,0.538692,0.277747,0.538278,0.297487,0.53958,0.294212,0.546415,0.273601,0.547796,0.277056,0.547991,0.298569,0.54919,0.295271,0.524152,0.116523,0.515284,0.143202,0.517254,0.162885,0.523645,0.130627,0.5127,0.170706,0.516464,0.206075,0.525835,0.187686,0.526347,0.232312,0.523387,0.269835,0.538272,0.272978,0.526148,0.19532,0.527736,0.244882,0.52335,0.286469,0.539145,0.292531,
17,0.548682,0.294965,0.539141,0.29253,0.523349,0.286457,0.527727,0.244877,0.52615,0.195313,0.547171,0.273541,0.538269,0.272974,0.523389,0.269837,0.526344,0.232311,0.525842,0.18769,0.519385,0.218703,0.516551,0.206036,0.512699,0.170692,0.523641,0.130626,0.529257,0.120258,0.517343,0.16863,0.517382,0.162879,0.515318,0.143229,0.524166,0.116523,0.529118,0.117102,0.544741,0.0806957,0.534071,0.103903,0.527194,0.114133,0.520012,0.123427,0.51932,0.143079,0.520425,0.155915,0.521861,0.166423,0.519035,0.180295,0.52369,0.187748,0.55378,0.106465,0.551887,0.100145,0.551548,0.101783,0.540451,0.0957793,0.539063,0.100318,0.52242,0.274855,0.523578,0.278337,0.522251,0.295418,0.523724,0.29218,0.53739,0.274278,0.538694,0.277742,0.53827,0.297486,0.539574,0.294209,0.546404,0.273592,0.547797,0.277042,0.547983,0.298575,0.549183,0.295275,0.524166,0.116523,0.515318,0.143229,0.517382,0.162879,0.523641,0.130626,0.512699,0.170692,0.516551,0.206036,0.525842,0.18769,0.526344,0.232311,0.523389,0.269837,0.538269,0.272974,0.52615,0.195313,0.527727,0.244877,0.523349,0.286457,0.539141,0.29253,
18,0.548708,0.294963,0.539167,0.292526,0.523376,0.286452,0.527742,0.244874,0.526181,0.195309,0.547156,0.273531,0.538256,0.272973,0.523382,0.269843,0.526353,0.232316,0.525855,0.187699,0.519609,0.218626,0.516625,0.205986,0.512707,0.170662,0.523628,0.130608,0.529288,0.120251,0.517467,0.168648,0.517534,0.162853,0.515347,0.143244,0.524168,0.116521,0.529153,0.1171,0.544302,0.080418,0.533959,0.103789,0.5272,0.114103,0.520043,0.123417,0.519338,0.143072,0.520448,0.155909,0.52189,0.166419,0.51906,0.180294,0.523713,0.187749,0.553708,0.106057,0.551743,0.099768,0.551391,0.101402,0.540275,0.0955828,0.538848,0.100114,0.522406,0.274863,0.523574,0.278343,0.522276,0.295412,0.523752,0.292171,0.537372,0.274278,0.538686,0.27774,0.538296,0.297484,0.539601,0.294203,0.546385,0.273583,0.547788,0.277031,0.548008,0.298575,0.54921,0.295271,0.524168,0.116521,0.515347,0.143244,0.517534,0.162853,0.523628,0.130608,0.512707,0.170662,0.516625,0.205986,0.525855,0.187699,0.526353,0.232316,0.523382,0.269843,0.538256,0.272973,0.526181,0.195309,0.527742,0.244874,0.523376,0.286452,0.539167,0.292526,
19,0.548678,0.294972,0.53914,0.292526,0.523355,0.286436,0.527727,0.244869,0.526171,0.195305,0.547149,0.273521,0.538252,0.272971,0.523383,0.269846,0.526366,0.232323,0.525842,0.187707,0.519819,0.218559,0.516723,0.205939,0.512704,0.170637,0.523627,0.130605,0.529349,0.120269,0.517621,0.168654,0.517674,0.162847,0.515379,0.143264,0.524181,0.116526,0.529193,0.117119,0.54383,0.0801357,0.533857,0.103683,0.527227,0.114087,0.52008,0.123414,0.51932,0.143068,0.52042,0.155908,0.521862,0.166419,0.519041,0.180299,0.523699,0.187752,0.553646,0.105619,0.5516,0.0993664,0.551233,0.100997,0.540098,0.0953837,0.53863,0.099912,0.5224,0.274873,0.523579,0.278348,0.522247,0.295395,0.523726,0.292149,0.537361,0.274281,0.538686,0.277737,0.538264,0.297483,0.539572,0.294198,0.546374,0.273576,0.547787,0.277019,0.547975,0.298584,0.54918,0.295276,0.524181,0.116526,0.515379,0.143264,0.517674,0.162847,0.523627,0.130605,0.512704,0.170637,0.516723,0.205939,0.525842,0.187707,0.526366,0.232323,0.523383,0.269846,0.538252,0.272971,0.526171,0.195305,0.527727,0.244869,0.523355,0.286436,0.53914,0.292526,
20,0.548677,0.294972,0.539139,0.292523,0.523355,0.286429,0.527735,0.244869,0.526187,0.195304,0.547138,0.27351,0.538244,0.272969,0.523381,0.26985,0.526365,0.232329,0.525888,0.187709,0.520021,0.218496,0.516829,0.205894,0.512725,0.170614,0.523587,0.130587,0.529405,0.120268,0.517778,0.168666,0.51781,0.162839,0.515426,0.143284,0.524193,0.116532,0.529233,0.117121,0.543352,0.0798505,0.533746,0.103565,0.527247,0.114059,0.520122,0.123407,0.519337,0.143063,0.520439,0.155903,0.521888,0.166415,0.51907,0.180296,0.52373,0.187752,0.553569,0.105173,0.551442,0.0989562,0.551065,0.100585,0.539908,0.0951725,0.538408,0.0997037,0.522389,0.274881,0.52358,0.278353,0.522246,0.295387,0.523726,0.292137,0.537346,0.274282,0.538683,0.277734,0.538262,0.297481,0.539572,0.294192,0.546358,0.273569,0.547782,0.277007,0.547973,0.298586,0.549179,0.295273,0.524193,0.116532,0.515426,0.143284,0.51781,0.162839,0.523587,0.130587,0.512725,0.170614,0.516829,0.205894,0.525888,0.187709,0.526365,0.232329,0.523381,0.26985,0.538244,0.272969,0.526187,0.195304,0.527735,0.244869,0.523355,0.286429,0.539139,0.292523,
21,0.548678,0.294979,0.539142,0.292524,0.523361,0.286421,0.527725,0.24486,0.526223,0.195299,0.547127,0.273503,0.538235,0.272967,0.523378,0.269849,0.526383,0.232335,0.525903,0.187712,0.520219,0.218435,0.516948,0.205845,0.512762,0.170593,0.523518,0.130555,0.529453,0.120253,0.517939,0.168674,0.517953,0.162826,0.515476,0.143307,0.524204,0.116537,0.529268,0.117111,0.542863,0.0795592,0.533624,0.103437,0.527257,0.114019,0.520161,0.123394,0.519367,0.143053,0.520475,0.155895,0.521928,0.166407,0.519102,0.180291,0.523757,0.187749,0.553476,0.104718,0.55127,0.0985407,0.550881,0.100163,0.539708,0.0949599,0.538172,0.0994784,0.522378,0.274891,0.523579,0.278353,0.522246,0.295378,0.523728,0.292124,0.537331,0.274287,0.538678,0.27773,0.538261,0.297483,0.539573,0.29419,0.546341,0.273567,0.547776,0.276996,0.547971,0.298594,0.54918,0.295278,0.524204,0.116537,0.515476,0.143307,0.517953,0.162826,0.523518,0.130555,0.512762,0.170593,0.516948,0.205845,0.525903,0.187712,0.526383,0.232335,0.523378,0.269849,0.538235,0.272967,0.526223,0.195299,0.527725,0.24486,0.523361,0.286421,0.539142,0.292524,
