Frames,RightFootEE,,RightToeBase,,RightFoot,,RightLeg,,RightUpLeg,,LeftFootEE,,LeftToeBase,,LeftFoot,,LeftLeg,,LeftUpLeg,,RightHandEE,,RightHand,,RightForeArm,,RightArm,,RightShoulder,,LeftHandEE,,LeftHand,,LeftForeArm,,LeftArm,,LeftShoulder,,HeadEE,,Head,,Neck,,Spine4,,Spine3,,Spine2,,Spine1,,Spine,,Hips,,Nose,,LeftEye,,RightEye,,LeftEar,,RightEar,,LeftHeelOuter,,LeftHeelInner,,RightHeelOuter,,RightHeelInner,,LeftToeBaseOuter,,LeftToeBaseInner,,RightToeBaseOuter,,RightToeBaseInner,,LeftFootEEOuter,,LeftFootEEInner,,RightFootEEOuter,,RightFootEEInner,,LeftArm_,,LeftForeArm_,,LeftHand_,,RightArm_,,RightForeArm_,,RightHand_,,LeftUpLeg_,,LeftLeg_,,LeftFoot_,,LeftToeBase_,,RightUpLeg_,,RightLeg_,,RightFoot_,,RightToeBase_,,
11,0.573613,0.350221,0.567484,0.344649,0.557698,0.333623,0.564757,0.294232,0.56866,0.246546,0.600886,0.335089,0.592663,0.331077,0.579422,0.322391,0.582251,0.285483,0.58188,0.241519,0.527109,0.259971,0.530421,0.248496,0.541174,0.217465,0.561439,0.184873,0.577234,0.177782,0.605779,0.226364,0.602381,0.220288,0.592861,0.199816,0.590938,0.175568,0.583925,0.175659,0.59512,0.146097,0.585193,0.164641,0.579304,0.172384,0.573656,0.179543,0.57265,0.1974,0.573,0.209461,0.573589,0.219527,0.570714,0.231854,0.573806,0.239952,0.598948,0.171344,0.600602,0.16541,0.595431,0.166311,0.597063,0.159397,0.582386,0.161799,0.580505,0.327674,0.577248,0.33056,0.554103,0.341593,0.559617,0.340056,0.593965,0.332653,0.590781,0.335621,0.564287,0.348752,0.569848,0.347135,0.602337,0.335411,0.599198,0.33843,0.570588,0.353028,0.576179,0.351362,0.590938,0.175568,0.592861,0.199816,0.602381,0.220288,0.561439,0.184873,0.541174,0.217465,0.530421,0.248496,0.58188,0.241519,0.582251,0.285483,0.579422,0.322391,0.592663,0.331077,0.56866,0.246546,0.564757,0.294232,0.557698,0.333623,0.567484,0.344649,
12,0.573605,0.350219,0.567478,0.344643,0.557696,0.333609,0.564731,0.294216,0.568646,0.246537,0.600906,0.335078,0.592678,0.331075,0.579429,0.322397,0.582251,0.285486,0.581869,0.241528,0.527116,0.259934,0.530381,0.248459,0.541111,0.217436,0.561432,0.184873,0.577221,0.177787,0.605824,0.226368,0.602441,0.220279,0.592842,0.199831,0.590951,0.175563,0.583917,0.175666,0.59487,0.145893,0.585112,0.164568,0.579283,0.172371,0.573646,0.179539,0.572625,0.197392,0.572974,0.209454,0.573566,0.219521,0.570697,0.231856,0.573793,0.239953,0.5989,0.171101,0.600512,0.165169,0.595336,0.166082,0.596948,0.159246,0.582256,0.161683,0.580508,0.327681,0.577258,0.330567,0.554094,0.341576,0.559606,0.340043,0.593977,0.33265,0.590798,0.33562,0.564278,0.348743,0.569838,0.347131,0.602355,0.3354,0.599223,0.33842,0.570579,0.353024,0.576169,0.351362,0.590951,0.175563,0.592842,0.199831,0.602441,0.220279,0.561432,0.184873,0.541111,0.217436,0.530381,0.248459,0.581869,0.241528,0.582251,0.285486,0.579429,0.322397,0.592678,0.331075,0.568646,0.246537,0.564731,0.294216,0.557696,0.333609,0.567478,0.344643,
13,0.5736,0.350215,0.56747,0.344637,0.557685,0.3336,0.564735,0.294212,0.568609,0.24653,0.600924,0.33507,0.592691,0.331073,0.579436,0.322398,0.582254,0.285488,0.581851,0.241533,0.527131,0.259896,0.53034,0.248421,0.54107,0.217415,0.561425,0.184867,0.577225,0.17779,0.605893,0.226381,0.602503,0.220272,0.592835,0.199847,0.590954,0.175554,0.583913,0.175669,0.594606,0.145667,0.585034,0.164483,0.57927,0.172354,0.573637,0.179536,0.572603,0.197386,0.572952,0.209449,0.573544,0.219516,0.570676,0.231852,0.573767,0.239951,0.598869,0.170827,0.600431,0.164897,0.595254,0.165827,0.596828,0.159071,0.582134,0.16156,0.580505,0.327687,0.577262,0.330569,0.554085,0.341567,0.559596,0.34003,0.593982,0.332653,0.590812,0.335618,0.564272,0.348738,0.569831,0.347122,0.602367,0.335396,0.599244,0.338411,0.570575,0.353022,0.576163,0.351356,0.590954,0.175554,0.592835,0.199847,0.602503,0.220272,0.561425,0.184867,0.54107,0.217415,0.53034,0.248421,0.581851,0.241533,0.582254,0.285488,0.579436,0.322398,0.592691,0.331073,0.568609,0.24653,0.564735,0.294212,0.557685,0.3336,0.56747,0.344637,
14,0.573593,0.350215,0.567464,0.344634,0.557681,0.333589,0.564715,0.294199,0.568583,0.246521,0.60094,0.335064,0.592701,0.331073,0.57944,0.3224,0.582244,0.285498,0.581849,0.241545,0.527143,0.259853,0.530317,0.248382,0.541032,0.217386,0.561413,0.184847,0.577219,0.177779,0.605977,0.226391,0.602577,0.220272,0.59282,0.19987,0.59099,0.175556,0.583917,0.175664,0.594331,0.145425,0.58495,0.164386,0.579255,0.172326,0.573642,0.179526,0.572603,0.197377,0.572953,0.209442,0.573546,0.219512,0.570673,0.231849,0.573757,0.239951,0.59883,0.170533,0.600341,0.164606,0.595163,0.165552,0.5967,0.158882,0.582004,0.161419,0.580501,0.327691,0.577266,0.330572,0.554079,0.341554,0.559591,0.340016,0.593987,0.332653,0.590825,0.335617,0.564264,0.348735,0.569824,0.347117,0.602379,0.335391,0.599264,0.338405,0.570567,0.353021,0.576156,0.351354,0.59099,0.175556,0.59282,0.19987,0.602577,0.220272,0.561413,0.184847,0.541032,0.217386,0.530317,0.248382,0.581849,0.241545,0.582244,0.285498,0.57944,0.3224,0.592701,0.331073,0.568583,0.246521,0.564715,0.294199,0.557681,0.333589,0.567464,0.344634,
15,0.573589,0.350218,0.567461,0.34463,0.557682,0.333575,0.564701,0.294186,0.568565,0.246506,0.600952,0.335052,0.592707,0.33107,0.579437,0.322405,0.582231,0.285504,0.581852,0.241558,0.527167,0.259824,0.530289,0.248346,0.540996,0.217365,0.561398,0.184833,0.577218,0.177774,0.606081,0.226394,0.602652,0.220283,0.592809,0.199889,0.591033,0.175556,0.583928,0.175661,0.594046,0.145166,0.584866,0.164284,0.579246,0.1723,0.573653,0.179516,0.572608,0.197365,0.572959,0.209432,0.573552,0.219504,0.570677,0.231844,0.573753,0.239949,0.598789,0.170216,0.600248,0.164296,0.595067,0.165254,0.59657,0.158689,0.581869,0.161262,0.580493,0.327696,0.577265,0.330578,0.554077,0.341536,0.559589,0.339996,0.593988,0.332649,0.590834,0.335615,0.56426,0.34873,0.56982,0.34711,0.602388,0.335378,0.59928,0.338394,0.570563,0.353025,0.576152,0.351355,0.591033,0.175556,0.592809,0.199889,0.602652,0.220283,0.561398,0.184833,0.540996,0.217365,0.530289,0.248346,0.581852,0.241558,0.582231,0.285504,0.579437,0.322405,0.592707,0.33107,0.568565,0.246506,0.564701,0.294186,0.557682,0.333575,0.567461,0.34463,
16,0.573582,0.350219,0.567456,0.344628,0.557678,0.333563,0.564686,0.294174,0.568548,0.246496,0.60096,0.33504,0.592709,0.331065,0.57943,0.322404,0.582235,0.285505,0.581826,0.241557,0.527192,0.259789,0.530272,0.248315,0.540959,0.217348,0.561398,0.184835,0.57724,0.177796,0.606191,0.226418,0.602744,0.220298,0.592804,0.199908,0.591053,0.175572,0.583942,0.175682,0.593751,0.144882,0.584795,0.164187,0.579249,0.172292,0.573658,0.179516,0.572577,0.197356,0.572922,0.209421,0.573516,0.219494,0.570647,0.231842,0.573729,0.239944,0.598756,0.169862,0.60016,0.163957,0.594975,0.164916,0.59645,0.158501,0.581737,0.16108,0.580479,0.327694,0.577259,0.330579,0.554076,0.341524,0.55959,0.339976,0.593984,0.332644,0.590838,0.335611,0.564256,0.348729,0.569817,0.347102,0.602391,0.335366,0.599293,0.338384,0.570557,0.353028,0.576148,0.351351,0.591053,0.175572,0.592804,0.199908,0.602744,0.220298,0.561398,0.184835,0.540959,0.217348,0.530272,0.248315,0.581826,0.241557,0.582235,0.285505,0.57943,0.322404,0.592709,0.331065,0.568548,0.246496,0.564686,0.294174,0.557678,0.333563,0.567456,0.344628,
17,0.573577,0.350222,0.567453,0.344625,0.557678,0.333552,0.564667,0.294164,0.568534,0.246488,0.600969,0.335029,0.592711,0.331061,0.579424,0.322405,0.582226,0.285501,0.581816,0.241559,0.527238,0.259756,0.530256,0.248284,0.540926,0.217329,0.561401,0.184834,0.577265,0.177807,0.606302,0.226431,0.602848,0.22032,0.592816,0.199939,0.591062,0.175574,0.583949,0.175686,0.593457,0.144585,0.584719,0.164076,0.579245,0.172272,0.573659,0.179514,0.572559,0.197348,0.572906,0.209413,0.573503,0.219487,0.570635,0.231838,0.573717,0.239941,0.598708,0.169493,0.600063,0.163605,0.59487,0.164558,0.596329,0.158309,0.581597,0.160874,0.580461,0.327697,0.577251,0.330581,0.554074,0.34151,0.559589,0.33996,0.593978,0.332641,0.590843,0.335608,0.564252,0.348726,0.569814,0.347097,0.602395,0.335356,0.599307,0.338373,0.570551,0.353032,0.576142,0.351353,0.591062,0.175574,0.592816,0.199939,0.602848,0.22032,0.561401,0.184834,0.540926,0.217329,0.530256,0.248284,0.581816,0.241559,0.582226,0.285501,0.579424,0.322405,0.592711,0.331061,0.568534,0.246488,0.564667,0.294164,0.557678,0.333552,0.567453,0.344625,
18,0.573591,0.350228,0.567467,0.34463,0.557694,0.333554,0.564667,0.294162,0.56854,0.246488,0.600969,0.335016,0.592704,0.331056,0.579408,0.322406,0.582225,0.285507,0.58181,0.241568,0.52733,0.259727,0.530229,0.24824,0.540891,0.217297,0.5614,0.184816,0.57729,0.177806,0.606389,0.226474,0.602981,0.220331,0.592829,0.199957,0.591062,0.175572,0.583978,0.175691,0.593148,0.144274,0.584645,0.163956,0.579253,0.172246,0.573684,0.179511,0.572572,0.197344,0.572918,0.209412,0.573516,0.219487,0.570639,0.23184,0.573719,0.239945,0.598659,0.169101,0.599961,0.163233,0.594759,0.164181,0.596207,0.158103,0.581451,0.160657,0.580438,0.327698,0.577237,0.330583,0.554093,0.341512,0.559609,0.33996,0.593965,0.332636,0.59084,0.335603,0.564267,0.348731,0.569831,0.347099,0.60239,0.335343,0.599313,0.33836,0.570565,0.353039,0.576158,0.351357,0.591062,0.175572,0.592829,0.199957,0.602981,0.220331,0.5614,0.184816,0.540891,0.217297,0.530229,0.24824,0.58181,0.241568,0.582225,0.285507,0.579408,0.322406,0.592704,0.331056,0.56854,0.246488,0.564667,0.294162,0.557694,0.333554,0.567467,0.34463,
19,0.57357,0.350227,0.567451,0.344621,0.557685,0.333533,0.564645,0.294151,0.568515,0.246479,0.600976,0.335006,0.592704,0.331054,0.5794,0.322408,0.58222,0.285514,0.581781,0.24157,0.527414,0.259704,0.530222,0.248205,0.540848,0.217267,0.561412,0.184815,0.577339,0.177833,0.606512,0.226515,0.603098,0.220356,0.592847,0.199981,0.591073,0.17558,0.584011,0.175716,0.592817,0.143956,0.58458,0.163845,0.579275,0.172237,0.573706,0.179513,0.57255,0.197337,0.572889,0.209403,0.573485,0.21948,0.57061,0.231838,0.573691,0.239942,0.598617,0.168684,0.599862,0.162839,0.594649,0.163783,0.596086,0.157895,0.581304,0.160441,0.580419,0.327702,0.577228,0.330586,0.554083,0.341487,0.559601,0.339932,0.593958,0.332635,0.590843,0.335602,0.56425,0.348721,0.569816,0.347086,0.602391,0.335335,0.599324,0.338351,0.570543,0.353038,0.576139,0.351353,0.591073,0.17558,0.592847,0.199981,0.603098,0.220356,0.561412,0.184815,0.540848,0.217267,0.530222,0.248205,0.581781,0.24157,0.58222,0.285514,0.5794,0.322408,0.592704,0.331054,0.568515,0.246479,0.564645,0.294151,0.557685,0.333533,0.567451,0.344621,
20,0.573567,0.350226,0.567449,0.344617,0.557683,0.333526,0.564637,0.294149,0.568509,0.246478,0.600978,0.334994,0.5927,0.33105,0.579386,0.322408,0.582202,0.285516,0.5818,0.241579,0.527493,0.259683,0.530222,0.248174,0.540824,0.217244,0.561405,0.184795,0.577385,0.177842,0.606637,0.226562,0.603215,0.22038,0.592881,0.200009,0.591081,0.175587,0.584045,0.175725,0.592481,0.143635,0.584509,0.163721,0.579294,0.172214,0.573733,0.179514,0.572556,0.197334,0.572895,0.209402,0.573493,0.21948,0.570621,0.23184,0.573699,0.239945,0.598572,0.168257,0.599757,0.162436,0.594537,0.163378,0.595957,0.157673,0.581156,0.16022,0.580394,0.327703,0.577213,0.330587,0.554084,0.34148,0.559603,0.33992,0.593945,0.332631,0.590841,0.335597,0.564248,0.348719,0.569816,0.347079,0.602387,0.335324,0.599332,0.33834,0.57054,0.353038,0.576137,0.351349,0.591081,0.175587,0.592881,0.200009,0.603215,0.22038,0.561405,0.184795,0.540824,0.217244,0.530222,0.248174,0.5818,0.241579,0.582202,0.285516,0.579386,0.322408,0.5927,0.33105,0.568509,0.246478,0.564637,0.294149,0.557683,0.333526,0.567449,0.344617,
21,0.573566,0.350234,0.56745,0.344619,0.557688,0.333519,0.564628,0.294137,0.568518,0.246479,0.600978,0.334985,0.592694,0.331045,0.579375,0.322403,0.582199,0.285523,0.581794,0.241583,0.527569,0.259663,0.530232,0.248143,0.540822,0.217228,0.561379,0.184757,0.577423,0.177837,0.606763,0.226607,0.603338,0.2204,0.59291,0.200039,0.591087,0.175593,0.584074,0.175722,0.592147,0.143307,0.584431,0.163587,0.579305,0.172181,0.573758,0.179508,0.572568,0.197329,0.572909,0.2094,0.57351,0.219479,0.570628,0.231839,0.573702,0.239947,0.598512,0.167819,0.599641,0.162025,0.594412,0.162961,0.595823,0.15745,0.581,0.159982,0.580369,0.327705,0.577198,0.330583,0.554088,0.341472,0.559609,0.339909,0.59393,0.33263,0.590836,0.335591,0.564249,0.34872,0.569818,0.347077,0.602381,0.335318,0.599335,0.338329,0.570538,0.353046,0.576137,0.351353,0.591087,0.175593,0.59291,0.200039,0.603338,0.2204,0.561379,0.184757,0.540822,0.217228,0.530232,0.248143,0.581794,0.241583,0.582199,0.285523,0.579375,0.322403,0.592694,0.331045,0.568518,0.246479,0.564628,0.294137,0.557688,0.333519,0.56745,0.344619,
