Frames,RightFootEE,,RightToeBase,,RightFoot,,RightLeg,,RightUpLeg,,LeftFootEE,,LeftToeBase,,LeftFoot,,LeftLeg,,LeftUpLeg,,RightHandEE,,RightHand,,RightForeArm,,RightArm,,RightShoulder,,LeftHandEE,,LeftHand,,LeftForeArm,,LeftArm,,LeftShoulder,,HeadEE,,Head,,Neck,,Spine4,,Spine3,,Spine2,,Spine1,,Spine,,Hips,,Nose,,LeftEye,,RightEye,,LeftEar,,RightEar,,LeftHeelOuter,,LeftHeelInner,,RightHeelOuter,,RightHeelInner,,LeftToeBaseOuter,,LeftToeBaseInner,,RightToeBaseOuter,,RightToeBaseInner,,LeftFootEEOuter,,LeftFootEEInner,,RightFootEEOuter,,RightFootEEInner,,LeftArm_,,LeftForeArm_,,LeftHand_,,RightArm_,,RightForeArm_,,RightHand_,,LeftUpLeg_,,LeftLeg_,,LeftFoot_,,LeftToeBase_,,RightUpLeg_,,RightLeg_,,RightFoot_,,RightToeBase_,,
11,0.427204,0.326513,0.423149,0.331584,0.415835,0.337726,0.408511,0.279961,0.396614,0.215278,0.367467,0.326502,0.367053,0.331678,0.366012,0.337683,0.365117,0.280805,0.364266,0.215482,0.475442,0.222478,0.465168,0.210486,0.43627,0.173308,0.409002,0.120359,0.381898,0.110336,0.278835,0.218505,0.288463,0.206105,0.31013,0.1685,0.336044,0.117209,0.365214,0.109668,0.374666,0.0525605,0.373689,0.0876845,0.372781,0.104288,0.371668,0.120432,0.37311,0.149477,0.374616,0.167641,0.376158,0.182089,0.377329,0.203431,0.379421,0.211466,0.381101,0.0867482,0.374186,0.0795672,0.385227,0.0796017,0.359049,0.0779313,0.391119,0.0780243,0.36148,0.347874,0.371591,0.347422,0.421732,0.348044,0.412291,0.347246,0.36237,0.336275,0.372183,0.335863,0.428238,0.336327,0.419048,0.335589,0.362771,0.329186,0.372416,0.328797,0.432028,0.329368,0.422979,0.328664,0.336044,0.117209,0.31013,0.1685,0.288463,0.206105,0.409002,0.120359,0.43627,0.173308,0.465168,0.210486,0.364266,0.215482,0.365117,0.280805,0.366012,0.337683,0.367053,0.331678,0.396614,0.215278,0.408511,0.279961,0.415835,0.337726,0.423149,0.331584,
12,0.427198,0.326527,0.423142,0.331592,0.415826,0.337719,0.408525,0.279959,0.39665,0.215254,0.367439,0.326485,0.367039,0.331669,0.366019,0.337676,0.365125,0.280803,0.364306,0.215483,0.475676,0.222222,0.465371,0.21032,0.43638,0.173256,0.40901,0.12036,0.381894,0.110355,0.278856,0.218458,0.288461,0.206035,0.310173,0.168519,0.336034,0.117196,0.365213,0.109685,0.37463,0.0523769,0.373676,0.0876233,0.372771,0.104286,0.371655,0.120439,0.373094,0.149493,0.374607,0.167657,0.37616,0.1821,0.377349,0.203438,0.379453,0.211461,0.381083,0.0864196,0.374162,0.0792618,0.385208,0.0793188,0.359021,0.0777677,0.391106,0.0779268,0.361491,0.347869,0.371601,0.347409,0.421728,0.348039,0.412287,0.347247,0.362357,0.336269,0.37217,0.335849,0.428233,0.336334,0.419043,0.335601,0.362744,0.329172,0.372389,0.328776,0.432022,0.329381,0.422974,0.328682,0.336034,0.117196,0.310173,0.168519,0.288461,0.206035,0.40901,0.12036,0.43638,0.173256,0.465371,0.21032,0.364306,0.215483,0.365125,0.280803,0.366019,0.337676,0.367039,0.331669,0.39665,0.215254,0.408525,0.279959,0.415826,0.337719,0.423142,0.331592,
13,0.427188,0.326539,0.423137,0.331599,0.41583,0.337718,0.408527,0.279948,0.396686,0.215258,0.36741,0.326478,0.367024,0.331663,0.366025,0.337663,0.365141,0.280791,0.364347,0.215481,0.475905,0.22196,0.465571,0.210158,0.436472,0.173206,0.409002,0.120361,0.381897,0.110356,0.278894,0.218393,0.288462,0.205966,0.310218,0.16853,0.336027,0.117181,0.365213,0.109693,0.374593,0.0521655,0.373663,0.0875421,0.372769,0.104268,0.37167,0.120434,0.37311,0.149495,0.374624,0.167659,0.376182,0.182101,0.377372,0.203439,0.379486,0.211462,0.381039,0.0860455,0.374115,0.078912,0.385171,0.0789972,0.358984,0.0775703,0.391094,0.0778121,0.361511,0.347866,0.371621,0.347389,0.421725,0.348042,0.412283,0.347247,0.362349,0.336272,0.372161,0.335836,0.428225,0.336344,0.419034,0.335609,0.362719,0.329173,0.372364,0.32876,0.432012,0.329395,0.422962,0.328694,0.336027,0.117181,0.310218,0.16853,0.288462,0.205966,0.409002,0.120361,0.436472,0.173206,0.465571,0.210158,0.364347,0.215481,0.365141,0.280791,0.366025,0.337663,0.367024,0.331663,0.396686,0.215258,0.408527,0.279948,0.41583,0.337718,0.423137,0.331599,
14,0.427187,0.326549,0.423136,0.331606,0.41583,0.337709,0.40854,0.279944,0.396726,0.215245,0.367379,0.326476,0.367008,0.331662,0.366031,0.337655,0.365181,0.280787,0.364396,0.21547,0.476124,0.221702,0.465754,0.209986,0.436568,0.173138,0.408989,0.120346,0.381886,0.110347,0.278932,0.218311,0.28848,0.205888,0.310277,0.168553,0.336019,0.117163,0.365205,0.109685,0.374533,0.0519413,0.373636,0.0874498,0.372747,0.104242,0.371646,0.120425,0.373096,0.149487,0.374623,0.167648,0.376193,0.182085,0.377391,0.203424,0.379521,0.211449,0.380982,0.0856508,0.374054,0.0785444,0.385118,0.0786558,0.358931,0.0773627,0.391065,0.0776819,0.361524,0.347865,0.371633,0.347377,0.42172,0.348039,0.412277,0.347242,0.362335,0.336277,0.372148,0.335831,0.428222,0.336353,0.41903,0.335616,0.36269,0.329175,0.372335,0.328753,0.43201,0.329406,0.42296,0.328703,0.336019,0.117163,0.310277,0.168553,0.28848,0.205888,0.408989,0.120346,0.436568,0.173138,0.465754,0.209986,0.364396,0.21547,0.365181,0.280787,0.366031,0.337655,0.367008,0.331662,0.396726,0.215245,0.40854,0.279944,0.41583,0.337709,0.423136,0.331606,
15,0.427185,0.32656,0.423133,0.331607,0.415829,0.337689,0.408563,0.279923,0.396758,0.21522,0.367346,0.326474,0.366991,0.331666,0.366042,0.337657,0.365204,0.280793,0.364437,0.215461,0.476317,0.221472,0.465955,0.20981,0.436659,0.173083,0.408964,0.120347,0.381874,0.110344,0.278966,0.2182,0.288526,0.205813,0.310329,0.168567,0.336008,0.117138,0.365197,0.109677,0.374448,0.0517054,0.373603,0.0873536,0.372727,0.104216,0.371617,0.120414,0.373064,0.14948,0.374601,0.167638,0.376186,0.182072,0.377397,0.20341,0.379548,0.211433,0.380927,0.0852226,0.373989,0.0781506,0.385062,0.0782831,0.358869,0.0771527,0.391026,0.0775338,0.361537,0.347871,0.371646,0.347375,0.421712,0.348026,0.412269,0.347226,0.36232,0.336285,0.372132,0.335831,0.428216,0.336358,0.419024,0.335618,0.362657,0.329177,0.372302,0.328747,0.432005,0.32942,0.422955,0.328714,0.336008,0.117138,0.310329,0.168567,0.288526,0.205813,0.408964,0.120347,0.436659,0.173083,0.465955,0.20981,0.364437,0.215461,0.365204,0.280793,0.366042,0.337657,0.366991,0.331666,0.396758,0.21522,0.408563,0.279923,0.415829,0.337689,0.423133,0.331607,
16,0.427187,0.326568,0.423135,0.331609,0.415834,0.337674,0.408583,0.279908,0.396795,0.215198,0.367317,0.326473,0.36698,0.331667,0.366062,0.337647,0.365221,0.280776,0.364472,0.215462,0.47653,0.221215,0.466135,0.209644,0.436736,0.173045,0.408961,0.120351,0.38189,0.110357,0.279022,0.218105,0.288565,0.205733,0.310365,0.168587,0.336022,0.117145,0.365212,0.109694,0.374313,0.0514478,0.373573,0.0872544,0.372738,0.104195,0.37164,0.1204,0.373076,0.149485,0.374612,0.167648,0.376201,0.182081,0.377427,0.203417,0.379582,0.211428,0.380891,0.0847252,0.37393,0.0777053,0.385009,0.0778453,0.358803,0.0769454,0.390973,0.0773491,0.361559,0.347868,0.371668,0.347363,0.421701,0.348021,0.412257,0.347209,0.36231,0.336291,0.372122,0.335828,0.428211,0.336368,0.419018,0.335616,0.362628,0.32918,0.372273,0.328741,0.432005,0.329434,0.422954,0.328716,0.336022,0.117145,0.310365,0.168587,0.288565,0.205733,0.408961,0.120351,0.436736,0.173045,0.466135,0.209644,0.364472,0.215462,0.365221,0.280776,0.366062,0.337647,0.36698,0.331667,0.396795,0.215198,0.408583,0.279908,0.415834,0.337674,0.423135,0.331609,
17,0.427187,0.32658,0.423134,0.331612,0.415833,0.337659,0.408609,0.279895,0.396832,0.215174,0.367285,0.326475,0.366969,0.331669,0.366083,0.337639,0.365236,0.28077,0.364512,0.215451,0.476725,0.22095,0.466307,0.209484,0.436813,0.173001,0.408949,0.120354,0.381901,0.110352,0.279058,0.218001,0.288617,0.205647,0.310423,0.168601,0.336028,0.11714,0.365218,0.109693,0.374144,0.0511814,0.373528,0.0871426,0.372748,0.104162,0.371672,0.120381,0.373096,0.149476,0.374628,0.167641,0.37622,0.182071,0.377455,0.203405,0.379617,0.211413,0.380856,0.0842123,0.373865,0.07725,0.384947,0.0773891,0.358722,0.076738,0.3909,0.0771406,0.36159,0.34787,0.371699,0.347349,0.421693,0.348012,0.412248,0.347197,0.362303,0.336301,0.372115,0.335823,0.428207,0.336374,0.419014,0.335619,0.362598,0.329188,0.372243,0.328735,0.432002,0.329448,0.422952,0.328727,0.336028,0.11714,0.310423,0.168601,0.288617,0.205647,0.408949,0.120354,0.436813,0.173001,0.466307,0.209484,0.364512,0.215451,0.365236,0.28077,0.366083,0.337639,0.366969,0.331669,0.396832,0.215174,0.408609,0.279895,0.415833,0.337659,0.423134,0.331612,
18,0.427204,0.326552,0.423149,0.331582,0.415847,0.337626,0.408637,0.279869,0.396876,0.215138,0.367254,0.326483,0.366958,0.33168,0.366104,0.337643,0.365259,0.280763,0.364555,0.215443,0.476864,0.220681,0.466482,0.209315,0.436909,0.172924,0.408925,0.120338,0.381903,0.110332,0.279155,0.21794,0.288655,0.205523,0.310459,0.168602,0.336035,0.117134,0.365222,0.109679,0.373968,0.0509023,0.373474,0.0870178,0.372739,0.104118,0.371673,0.120356,0.373105,0.149456,0.374648,0.167617,0.376248,0.182043,0.377497,0.203378,0.379659,0.211389,0.380816,0.0836692,0.373796,0.0767667,0.384881,0.0769081,0.358634,0.076511,0.390819,0.0769213,0.361615,0.347881,0.371724,0.347349,0.421699,0.347983,0.412255,0.34716,0.362293,0.336318,0.372106,0.335829,0.428219,0.336348,0.419026,0.335586,0.362569,0.329202,0.372214,0.328738,0.432017,0.329424,0.422967,0.328696,0.336035,0.117134,0.310459,0.168602,0.288655,0.205523,0.408925,0.120338,0.436909,0.172924,0.466482,0.209315,0.364555,0.215443,0.365259,0.280763,0.366104,0.337643,0.366958,0.33168,0.396876,0.215138,0.408637,0.279869,0.415847,0.337626,0.423149,0.331582,
19,0.427194,0.326587,0.423134,0.331606,0.415828,0.337628,0.408659,0.279862,0.396917,0.215122,0.367225,0.326487,0.366949,0.331685,0.366126,0.337636,0.365297,0.28075,0.364596,0.215448,0.477002,0.220432,0.466651,0.20914,0.437004,0.172861,0.408894,0.120343,0.381909,0.110338,0.279234,0.21785,0.288703,0.205432,0.310489,0.168613,0.336036,0.117138,0.365226,0.109695,0.373779,0.0506247,0.373419,0.0869024,0.372739,0.104087,0.371696,0.120334,0.37312,0.149454,0.374662,0.167622,0.376267,0.182049,0.37753,0.203383,0.379698,0.211387,0.380773,0.0830834,0.373721,0.0762495,0.384811,0.0763954,0.358542,0.0762808,0.390733,0.0767056,0.361646,0.347884,0.371755,0.347338,0.421668,0.347995,0.412224,0.347164,0.362288,0.336331,0.372101,0.335828,0.428199,0.336378,0.419006,0.335608,0.362542,0.329212,0.372187,0.328734,0.432005,0.329465,0.422954,0.328729,0.336036,0.117138,0.310489,0.168613,0.288703,0.205432,0.408894,0.120343,0.437004,0.172861,0.466651,0.20914,0.364596,0.215448,0.365297,0.28075,0.366126,0.337636,0.366949,0.331685,0.396917,0.215122,0.408659,0.279862,0.415828,0.337628,0.423134,0.331606,
20,0.427199,0.326586,0.423139,0.331601,0.415834,0.337616,0.40869,0.279844,0.396961,0.215097,0.367198,0.326491,0.366943,0.331689,0.366156,0.337629,0.365338,0.280742,0.364649,0.21541,0.477138,0.220193,0.466818,0.208966,0.437096,0.172789,0.408838,0.120345,0.381911,0.110319,0.279317,0.217766,0.288743,0.205344,0.310519,0.168617,0.336041,0.117143,0.365226,0.109686,0.373589,0.0503437,0.37336,0.0867731,0.372734,0.104041,0.371716,0.120305,0.373142,0.149433,0.374688,0.1676,0.376298,0.182022,0.377561,0.203355,0.37974,0.211357,0.380712,0.0824926,0.373631,0.0757262,0.384726,0.0758788,0.358441,0.076038,0.390644,0.076483,0.361683,0.347887,0.371791,0.347326,0.421664,0.347988,0.412219,0.347149,0.362286,0.336344,0.372098,0.335827,0.428199,0.336378,0.419006,0.3356,0.362516,0.329223,0.372161,0.328732,0.432007,0.329467,0.422957,0.328724,0.336041,0.117143,0.310519,0.168617,0.288743,0.205344,0.408838,0.120345,0.437096,0.172789,0.466818,0.208966,0.364649,0.21541,0.365338,0.280742,0.366156,0.337629,0.366943,0.331689,0.396961,0.215097,0.40869,0.279844,0.415834,0.337616,0.423139,0.331601,
21,0.427203,0.326593,0.42314,0.3316,0.415834,0.3376,0.408692,0.279836,0.397009,0.215056,0.367174,0.3265,0.366936,0.331695,0.366174,0.337622,0.365385,0.280721,0.364695,0.215392,0.477273,0.219959,0.466982,0.208782,0.437167,0.172721,0.408771,0.120339,0.381916,0.110282,0.279404,0.217674,0.288783,0.205243,0.310565,0.168621,0.336053,0.117143,0.365229,0.10966,0.373375,0.0500597,0.373293,0.0866325,0.372729,0.103981,0.371736,0.120268,0.373174,0.149399,0.374726,0.167562,0.376341,0.18198,0.377614,0.203314,0.37979,0.211324,0.380651,0.0818937,0.373536,0.0751993,0.384636,0.0753516,0.358332,0.0757965,0.390543,0.076242,0.361719,0.347892,0.371826,0.347311,0.421655,0.347978,0.412211,0.347134,0.362287,0.336361,0.372099,0.335825,0.428197,0.336381,0.419004,0.335598,0.362496,0.329241,0.372141,0.328731,0.432008,0.329478,0.422958,0.328729,0.336053,0.117143,0.310565,0.168621,0.288783,0.205243,0.408771,0.120339,0.437167,0.172721,0.466982,0.208782,0.364695,0.215392,0.365385,0.280721,0.366174,0.337622,0.366936,0.331695,0.397009,0.215056,0.408692,0.279836,0.415834,0.3376,0.42314,0.3316,
